;Title;Producer;Brand;Vintage;Wine Type;Colour;Country;Region;Appellation;Sweetness;Closure;Alcohol;Body;Oak;Grapes
494;Malbec de Angeles, Gran Corte Viña 1924, Luján de Cuyo, Argentina, 2016;Malbec de Angeles;Gran Corte Viña 1924;2016;Still;Red;Argentina;Mendoza;Luján de Cuyo;Dry;;14.50%;;;['30% Cabernet Sauvignon', '70% Malbec']
495;Colonia Las Liebres, Cabernet Franc, Luján de Cuyo, 2019;Colonia Las Liebres;Cabernet Franc;2019;Still;Red;Argentina;;;;;;;;
496;Susana Balbo, Brioso, Luján de Cuyo, Agrelo, Mendoza, 2018;Susana Balbo;Brioso;2018;Still;Red;Argentina;Mendoza;Luján de Cuyo;Dry;;14.50%;;;['Cabernet Sauvignon']
497;Viña Cobos, Bramare Marchiori Vineyard Malbec, Perdriel, Argentina, 2017;Viña Cobos;Bramare Marchiori Vineyard Malbec;2017;Still;Red;Argentina;Mendoza;Perdriel;Dry;;14.00%;;;['Malbec']
498;Bodega Argento, Artesano de Argento Organic Malbec, Luján de Cuyo, Argentina, 2018;Bodega Argento;Artesano de Argento Organic Malbec;2018;Still;Red;Argentina;Mendoza;Luján de Cuyo;Dry;;14.50%;;;['Cabernet Franc', 'Malbec']
499;Doña Paula, 969, Ugarteche, Mendoza, Argentina, 2019;Doña Paula;969;2019;Still;Red;Argentina;Mendoza;Ugarteche;Dry;;13.50%;;;['40% Bonarda', '55% Petit Verdot', '5% Tannat']
500;Argento, Artesano de Argento Organic Malbec-Cabernet Franc;Argento;Artesano de Argento Organic Malbec-Cabernet Franc;2018;Still;Red;Argentina;Mendoza;;Dry;Cork;14.50%;Medium;Lightly Oaked;['30% Cabernet Franc', '70% Malbec']
501;Bodega Ruca Malen, Terroir Series Petit Verdot, Luján de;Bodega Ruca Malen;Terroir Series Petit Verdot;2017;Still;Red;Argentina;Luján de Cuyo;Luján de Cuyo;Dry;Cork;14.00%;Full;Oaked;['100% Petit Verdot']
502;Chakana, Nuna Vineyard Rosé, Luján de Cuyo, Agrelo, 2019;Chakana;Nuna Vineyard Rosé;2019;Still;Rosé;Argentina;Luján de Cuyo;Luján de Cuyo;Dry;Screwcap;12.50%;Light;Unoaked;['34% Malbec', '47% Syrah / Shiraz', '19% Tannat']
503;Altos Las Hormigas, Mendoza Malbec Clásico, Luján de Cuyo;Altos Las Hormigas;Mendoza Malbec Clásico;2018;Still;Red;Argentina;Luján de Cuyo;Luján de Cuyo;Dry;Cork;13.50%;Medium;Unoaked;['100% Malbec']
504;Estancia Mendoza, Malbec Reserve, Uco Valley, 2019;Estancia Mendoza;Malbec Reserve;2019;Still;Red;Argentina;Uco Valley;Uco Valley;Dry;Cork;14.00%;Full;Lightly Oaked;['100% Malbec']
505;Estancia Mendoza, Estate Malbec-Cabernet Franc, Uco Valley;Estancia Mendoza;Estate Malbec-Cabernet Franc;2019;Still;Red;Argentina;Uco Valley;Uco Valley;Dry;Cork;13.50%;Full;Oaked;['45% Cabernet Franc', '55% Malbec']
506;Estancia Mendoza, Estate Malbec, Uco Valley, 2019;Estancia Mendoza;Estate Malbec;2019;Still;Red;Argentina;Uco Valley;Uco Valley;Dry;Cork;13.50%;Full;Lightly Oaked;['100% Malbec']
507;Familia Falasco, Hermandad Single Vineyard Chardonnay, Uco Valley, 2017;Familia Falasco;Hermandad Single Vineyard Chardonnay;2017;Still;White;Argentina;Mendoza;Uco Valley;Dry;;13.00%;;;['100% Chardonnay']
508;Bodega Atamisque, Catalpa Single Vineyard Chardonnay, Uco Valley, 2018;Bodega Atamisque;Catalpa Single Vineyard Chardonnay;2018;Still;White;Argentina;Mendoza;Uco Valley;Dry;;14.00%;;;['100% Chardonnay']
509;Finca Flichman, Dedicado Tupungato Vineyard Chardonnay, Uco Valley, 2017;Finca Flichman;Dedicado Tupungato Vineyard Chardonnay;2017;Still;White;Argentina;Mendoza;Uco Valley;Dry;;13.00%;Medium;;['100% Chardonnay']
510;Terrazas de los Andes, Reserva Chardonnay, Uco Valley, 2018;Terrazas de los Andes;Reserva Chardonnay;2018;Still;White;Argentina;Mendoza;Uco Valley;Dry;;14.00%;;;['100% Chardonnay']
511;Zuccardi, Apelación Tupungato Chardonnay, Uco Valley, 2018;Zuccardi;Apelación Tupungato Chardonnay;2018;Still;White;Argentina;Mendoza;Uco Valley;Dry;;13.50%;;;['100% Chardonnay']
512;Familia Schroeder, Alpataco Chardonnay, Patagonia, 2018;Familia Schroeder;Alpataco Chardonnay;2018;Still;White;Argentina;Patagonia;;Dry;;13.00%;;;['100% Chardonnay']
513;Bodega Atamisque, Catalpa Assemblage, Uco Valley, Tupungato;Bodega Atamisque;Catalpa Assemblage;2016;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;14.00%;;;['Cabernet Franc', 'Cabernet Sauvignon', 'Malbec']
514;Terrazas de los Andes, Reserva Torrontes, Salta, 2017;Terrazas de los Andes;Reserva Torrontes;2017;Still;White;Argentina;Salta;;Dry;Screwcap;13.50%;Light;Unoaked;['100% Torrontés']
515;Terrazas de los Andes, Reserva Malbec, Mendoza, 2016;Terrazas de los Andes;Reserva Malbec;2016;Still;Red;Argentina;Mendoza;;Dry;Cork;14.50%;Full;Oaked;['100% Malbec']
516;Terrazas de los Andes, Grand Cabernet Sauvignon, 2017;Terrazas de los Andes;Grand Cabernet Sauvignon;2017;Still;Red;Argentina;Mendoza;;Dry;Cork;14.00%;Full;Oaked;['100% Cabernet Sauvignon']
517;Zuccardi, Q Tempranillo, Mendoza, Argentina, 2013;Zuccardi;Q Tempranillo;2013;Still;Red;Argentina;Mendoza;;Dry;;14.50%;;;['100% Tempranillo']
518;Nieto Senetiner, Bonarda, Mendoza, Argentina, 2015;Nieto Senetiner;Bonarda;2015;;Red;Argentina;Mendoza;;;;13.00%;;;['Bonarda']
519;Trivento, Golden Reserve Malbec, Luján de Cuyo, 2017;Trivento;Golden Reserve Malbec;2017;Still;Red;Argentina;Mendoza;Luján de Cuyo;Dry;Cork;14.00%;Medium;Oaked;['100% Malbec']
520;Catena Zapata, Nicolas Catena Zapata, Luján de Cuyo, 2013;Catena Zapata;Nicolas Catena Zapata;2013;Still;Red;Argentina;Mendoza;Luján de Cuyo;Dry;Natural Cork;13.50%;Full;Oaked;['75% Cabernet Sauvignon', '25% Malbec']
521;Susana Balbo, Mandala Collection Cabernet Sauvignon (Vista Flores), Tunuyán, Uco Valley 2011;Susana Balbo;Mandala Collection (Vista Flores);2011;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;14.00%;Full;Oaked;['Cabernet Sauvignon']
522;Bodega Colomé, Malbec, Salta, Argentina, 2017;Bodega Colomé;Malbec;2017;Still;Red;Argentina;Salta;;Dry;Cork;;Full;Oaked;['Cabernet Sauvignon', 'Malbec', 'Tannat']
523;55 Malbec, Toko Vineyard Red Blend, Zaha, Uco Valley, La;55 Malbec;Zaha;2012;;Red;Argentina;Uco Valley;Uco Valley;;;14.00%;;;['Malbec']
524;Bodegas El Esteco, Altimus, Michel Torino Estate, Cafayate, Calchaqui Valley 2011;El Esteco;Altimus;2011;;Red;Argentina;Calchaquí Valley;;;;15.00%;;;['Cabernet Franc', 'Cabernet Sauvignon', 'Malbec']
525;Chakana, Estate Selection Red Blend, Uco Valley, 2017;Chakana;Estate Selection Red Blend;2017;Still;Red;Argentina;Uco Valley;Uco Valley;Dry;Cork;14.00%;Full;Oaked;['5% Cabernet Franc', '25% Cabernet Sauvignon', '70% Malbec']
526;Sainsbury's, Taste the Difference Morador High Altitude Malbec, Argentina 2017;Sainsbury's;Taste the Difference Morador High Altitude Malbec;2017;Still;Red;Argentina;;;Dry;Cork;14.00%;Full;Lightly Oaked;['100% Malbec']
527;Amalaya, Tinto de Corte, Calchaquí Valley, Cafayate, 2013;Amalaya;Tinto de Corte;2013;;Red;Argentina;Calchaquí Valley;;;;14.00%;;;['Malbec', 'Syrah / Shiraz']
528;Luca, Laborde Double Select, La Consulta, Mendoza, Uco Valley 2013;Luca;Laborde Double Select;2013;;Red;Argentina;Uco Valley;Uco Valley;;;14.00%;;;['Syrah / Shiraz']
529;Tesco, Finest Angelica Sur Malbec, Uco Valley, Mendoza, 2016;Tesco;Finest Angelica Sur Malbec;2016;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;13.50%;Medium;Oaked;['100% Malbec']
530;Tesco, The Finest Malbec, Mendoza, Argentina, 2018;Tesco;The Finest Malbec;2018;Still;Red;Argentina;Mendoza;;Dry;Screwcap;13.00%;Full;;['Malbec']
531;Bodega Colomé, Altitude Blend Malbec, Salta, Argentina, 2017;Bodega Colomé;Altitude Blend Malbec;2017;Still;Red;Argentina;Salta;;Dry;;14.50%;Full;Oaked;['5% Cabernet Franc', '85% Malbec', '10% Tannat']
532;Bodega Atamisque, Serbal Malbec, Uco Valley, Tupungato, 2015;Bodega Atamisque;Serbal Malbec;2015;Still;Red;Argentina;Mendoza;Uco Valley;;;14.00%;;;['100% Malbec']
533;Viña Cobos, Bramare Appellation Malbec, Luján de Cuyo, 2017;Viña Cobos;Bramare Appellation Malbec;2017;Still;Red;Argentina;Mendoza;Luján de Cuyo;Dry;Natural Cork;14.50%;Full;Oaked;['100% Malbec']
534;Viña Cobos, Volturno Cabernet Malbec, Luján de Cuyo, 2010;Viña Cobos;Volturno Cabernet Malbec;2010;Still;Red;Argentina;Mendoza;Luján de Cuyo;Dry;Natural Cork;15.50%;Full;Oaked;['77% Cabernet Sauvignon', '23% Malbec']
535;Viña Cobos, Volturno Cabernet Malbec, Luján de Cuyo, 2016;Viña Cobos;Volturno Cabernet Malbec;2016;Still;Red;Argentina;Mendoza;Luján de Cuyo;Dry;Natural Cork;14.50%;Full;Oaked;['95% Cabernet Sauvignon', '5% Malbec']
536;Viña Cobos, Bramare Malbec, Luján de Cuyo, Mendoza, 1999;Viña Cobos;Bramare Malbec;1999;Still;Red;Argentina;Mendoza;Luján de Cuyo;Dry;Natural Cork;14.70%;Full;Oaked;['100% Malbec']
537;Viña Cobos, Chañares Vineyard Malbec, Uco Valley, 2015;Viña Cobos;Chañares Vineyard Malbec;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Natural Cork;15.00%;Full;Oaked;['100% Malbec']
538;Viña Cobos, Bramare Marchiori Estate Malbec, Luján de Cuyo 2011;Viña Cobos;Bramare Marchiori Estate Malbec;2011;Still;Red;Argentina;Mendoza;Luján de Cuyo;Dry;Natural Cork;15.60%;Full;Oaked;['100% Malbec']
539;Viña Cobos, Bramare Zingaretti Estate Malbec, Uco Valley 2016;Viña Cobos;Bramare Zingaretti Estate Malbec;2016;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Natural Cork;14.00%;Full;Oaked;['100% Malbec']
540;Viña Cobos, Bramare Zingaretti Estate Chardonnay, Uco Valley 2018;Viña Cobos;Bramare Zingaretti Estate Chardonnay;2018;Still;White;Argentina;Mendoza;Uco Valley;Dry;Natural Cork;14.30%;Full;Oaked;['100% Chardonnay']
541;Viñalba, Cuvée Couture, Malbec Touriga Nacional Reservado, Mendoza 2013;Viñalba;Cuvée Couture;2013;;Red;Argentina;Mendoza;;;;14.50%;;;['Malbec', 'Touriga Nacional']
542;Passionate Wine, Demente, Uco Valley, Gualtallary, 2013;Passionate Wine;Demente;2013;Still;Red;Argentina;Mendoza;Uco Valley;;;14.50%;;;['Cabernet Franc', 'Malbec']
543;Gen del Alma, Ji Ji Ji, Uco Valley, Gualtallary, 2014;Gen del Alma;Ji Ji Ji;2014;Still;Red;Argentina;Mendoza;Uco Valley;;;12.10%;;;['Malbec', 'Pinot Noir / Pinot Nero']
544;Bodegas La Rosa, Hereford Tempranillo-Malbec, Mendoza, 2018;Bodegas La Rosa;Hereford Tempranillo-Malbec;2018;Still;Red;Argentina;Mendoza;;Dry;;12.50%;;;['Malbec']
545;55 Malbec, Teho Tomal Vineyard Red Blend, Uco Valley, La;55 Malbec;Teho Tomal Vineyard Red Blend;2011;;Red;Argentina;Uco Valley;Uco Valley;;;14.00%;;;['Cabernet Sauvignon', 'Malbec']
546;Viñedos Casta del Sur, Canyengue, Agrelo, Mendoza, Luján de Cuyo 2012;Viñedos Casta del Sur;Canyengue;2012;Still;Red;Argentina;Mendoza;Luján de Cuyo;;;15.00%;;;['Malbec']
547;Finca Sophenia, Roberto L, Uco Valley, Gualtallary, 2011;Finca Sophenia;Roberto L;2011;;Red;Argentina;Uco Valley;Uco Valley;;;15.00%;;;['Malbec']
548;Chakana, Estate Selection, Red Blend, Uco Valley, 2013;Chakana;Red Blend;2013;;Red;Argentina;Uco Valley;;;;14.50%;;;['Cabernet Sauvignon', 'Malbec', 'Syrah / Shiraz']
549;Luigi Bosca, Malbec Petit-Verdot Field Blend, Finca Los Nobles, Las Compuertas, Mendoza, Luján de Cuyo 2011;Luigi Bosca;Finca Los Nobles Malbec Petit-Verdot Field Blend;2011;Still;Red;Argentina;Mendoza;Las Compuertas;;;14.50%;;;['Malbec', 'Petit Verdot']
550;Melipal, Agrelo, Luján de Cuyo, Mendoza, Argentina, 2012;Melipal;Agrelo;2012;Still;Red;Argentina;Mendoza;Luján de Cuyo;;;14.90%;;;['Malbec']
551;Tupun, Vulcano, Gran Reserva, Uco Valley, Tupungato, 2013;Tupun;Gran Reserva;2013;;Red;Argentina;Uco Valley;Uco Valley;;;14.30%;;;['Malbec']
552;Cheval des Andes, Mendoza, Argentina, 2014;Cheval des Andes;;2014;Still;Red;Argentina;Mendoza;;;Natural Cork;;;;
553;Cheval des Andes, Mendoza, Argentina, 2009;Cheval des Andes;;2009;Still;Red;Argentina;Mendoza;;;Natural Cork;;Medium;Oaked;['36% Cabernet Sauvignon', '59% Malbec', '5% Petit Verdot']
554;Susana Balbo, Crios Cabernet Sauvignon, Mendoza, 2017;Susana Balbo;Crios Cabernet Sauvignon;2017;Still;Red;Argentina;Mendoza;;Dry;Screwcap;14.00%;Full;;['Cabernet Sauvignon']
555;Estancia Uspallata, Malbec, Uspallata, Luján de Cuyo, 2017;Estancia Uspallata;Malbec, Uspallata;2017;Still;Red;Argentina;Mendoza;Luján de Cuyo;Dry;Cork;14.00%;Full;;['Malbec']
556;Susana Balbo, Signature White Blend, Uco Valley, 2017;Susana Balbo;Signature White Blend;2017;Still;White;Argentina;Mendoza;Uco Valley;Dry;Cork;13.00%;Light;Oaked;['25% Sauvignon Blanc', '45% Sémillon', '30% Torrontés']
557;PerSe, La Craie, Uco Valley, Gualtallary, Mendoza, 2015;PerSe;La Craie;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.80%;Full;;['20% Cabernet Franc', '80% Malbec']
558;Contra Corriente, Pinot Noir, Chubut, Patagonia, 2018;Contra Corriente;Pinot Noir;2018;Still;Red;Argentina;Patagonia;Chubut;Dry;;12.40%;;;['100% Pinot Noir / Pinot Nero']
559;Otronia, Block 3 & 6 Chardonnay, Chubut, Patagonia, 2017;Otronia;Block 3 & 6 Chardonnay;2017;Still;White;Argentina;Patagonia;Chubut;Dry;;13.80%;;;['100% Chardonnay']
560;Doña Paula, Alluvia Parcel Malbec, Uco Valley, Tupungato 2014;Doña Paula;Alluvia Parcel Malbec;2014;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.00%;Full;;['100% Malbec']
561;TintoNegro, 1955 Vineyard Malbec, Uco Valley, La Consulta 2017;TintoNegro;1955 Vineyard Malbec;2017;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.00%;Full;;['100% Malbec']
562;Vinos de La Luz, Iluminado Single Vineyard Malbec, Uco Valley 2015;Vinos de La Luz;Iluminado Single Vineyard Malbec;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.00%;Full;;['100% Malbec']
563;Bodega Vistalba, Tomero Gran Reserva Malbec, Uco Valley 2016;Bodega Vistalba;Tomero Gran Reserva Malbec;2016;Still;Red;;;;;;;;;
564;O Fournier, Alfa Crux Malbec, Uco Valley, Mendoza, 2012;O Fournier;Alfa Crux Malbec;2012;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;15.00%;Full;;['100% Malbec']
565;Vicentin, Maldito, Mendoza, Argentina;Vicentin;Maldito;;Still;Red;Argentina;Mendoza;;Dry;Cork;15.00%;Full;;['100% Malbec']
566;Altos Las Hormigas, Malbec, Uco Valley, Gualtallary, 2016;Altos Las Hormigas;Malbec;2016;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.50%;Full;;['100% Malbec']
567;Bodega Colomé, 1831 Malbec, Calchaquí Valley, Salta, 2016;Bodega Colomé;1831 Malbec;2016;Still;Red;Argentina;Salta;Calchaquí Valley;Dry;Cork;15.00%;Full;;['100% Malbec']
568;Doña Paula, Selección de Bodega Malbec, Mendoza, 2015;Doña Paula;Selección de Bodega Malbec;2015;Still;Red;Argentina;Mendoza;;Dry;Cork;14.00%;Full;;['100% Malbec']
569;Kaiken, Mai, Luján de Cuyo, Mendoza, Argentina, 2014;Kaiken;Mai;2014;Still;Red;Argentina;Mendoza;Luján de Cuyo;Dry;Cork;14.50%;Full;;['100% Malbec']
570;Rutini, Apartado Gran Malbec, Uco Valley, Mendoza, 2015;Rutini;Apartado Gran Malbec;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.00%;Full;;['100% Malbec']
571;Finca Flichman, Dedicado Gran Malbec, Uco Valley, 2014;Finca Flichman;Dedicado Gran Malbec;2014;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;13.50%;Full;;['100% Malbec']
572;Trivento, Eolo, Luján de Cuyo, Mendoza, Argentina, 2015;Trivento;Eolo;2015;Still;Red;Argentina;Mendoza;Luján de Cuyo;Dry;Cork;14.00%;Full;;['100% Malbec']
573;Cadus, Single Vineyard Finca Viña Vida Malbec, Uco Valley;Cadus;Single Vineyard Finca Viña Vida Malbec;2014;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.00%;Full;;['100% Malbec']
574;Carelli, Malbec, Mendoza, Argentina, 2009;Carelli;Malbec;2009;Still;Red;Argentina;Mendoza;;Dry;Cork;14.50%;Full;;['100% Malbec']
575;Zuccardi, Aluvional Tupungato Alto Malbec, Uco Valley 2014;Zuccardi;Aluvional Tupungato Alto Malbec;2014;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.00%;Full;;['100% Malbec']
576;Bodega Teho, Tomal Vineyard Malbec, Uco Valley, La Consulta 2017;Bodega Teho;Tomal Vineyard Malbec;2017;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.00%;Full;;['100% Malbec']
577;Rutini, Single Vineyard Malbec, Uco Valley, Gualtallary 2016;Rutini;Single Vineyard Malbec;2016;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.00%;Full;;['100% Malbec']
578;Trapiche, Terroir Series Finca Coletto Malbec, Uco Valley 2014;Trapiche;Terroir Series Finca Coletto Malbec;2014;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.50%;Full;;['100% Malbec']
579;Susana Balbo, Dominio del Plata Nosotros, Uco Valley 2011;Susana Balbo;Dominio del Plata Nosotros;2011;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;15.00%;Full;;['100% Malbec']
580;Bodega Colomé, Auténtico Malbec, Calchaquí Valley, 2018;Bodega Colomé;Auténtico Malbec;2018;Still;Red;Argentina;Salta;Calchaquí Valley;Dry;Cork;14.50%;Full;;['100% Malbec']
581;Bodega Piedra Negra, Gran Malbec, Uco Valley, Mendoza, 2013;Bodega Piedra Negra;Gran Malbec;2013;Still;Red;Argentina;Mendoza;Uco Valley;;;15.00%;;;['50% Malbec 2', '50% Malbec']
582;Bodega Piedra Negra, Chacayes, Uco Valley, Tunuyán, 2014;Bodega Piedra Negra;Chacayes;2014;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;15.00%;Full;;['100% Malbec']
583;Escorihuela Gascón, The President’s Blend, Uco Valley, 2017;Escorihuela Gascón;The President’s Blend;2017;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.00%;Full;;['100% Malbec']
584;Bodega Colomé, Altura Maxima Malbec, Calchaquí Valley, 2015;Bodega Colomé;Altura Maxima Malbec;2015;Still;Red;Argentina;Salta;Calchaquí Valley;Dry;Cork;14.50%;Full;;['100% Malbec']
585;Bodega Colomé, Estate Torrontes, Calchaquí Valley, 2018;Bodega Colomé;Estate Torrontes;2018;Still;White;Argentina;Salta;Calchaquí Valley;Dry;Screwcap;13.50%;Light;Unoaked;['100% Torrontés']
586;El Porvenir de Cafayate, Amauta Absoluto Torrontes, Cafayate 2019;El Porvenir de Cafayate;Amauta Absoluto Torrontes;2019;Still;White;Argentina;Salta;Cafayate Valley;Dry;Cork;13.00%;Light;Unoaked;['100% Torrontés']
587;Alma Gemela, White Field Blend, Uco Valley, Mendoza, 2017;Alma Gemela;White Field Blend;2017;Still;White;Argentina;Mendoza;Uco Valley;Dry;Cork;13.50%;Light;Oaked;['33% Chardonnay', '33% Marsanne', '33% Roussanne']
588;Andeluna, 1300 Torrontes, Uco Valley, Mendoza, 2018;Andeluna;1300 Torrontes;2018;Still;White;Argentina;Mendoza;Uco Valley;Dry;Screwcap;12.50%;Light;Unoaked;['100% Torrontés']
589;Finca Las Glicinas, Jengibre Semillon, Uco Valley, 2019;Finca Las Glicinas;Jengibre Semillon;2019;Still;White;Argentina;Mendoza;Uco Valley;Dry;Screwcap;14.00%;Light;Oaked;['100% Sémillon']
590;El Porvenir de Cafayate, Laborum Oak-Fermented Torrontes 2018;El Porvenir de Cafayate;Laborum Oak-Fermented Torrontes;2018;Still;White;Argentina;Salta;Cafayate Valley;Dry;Cork;13.50%;Light;Oaked;['100% Torrontés']
591;Kaiken, Terroir Series Torrontes, Cafayate Valley, 2018;Kaiken;Terroir Series Torrontes;2018;Still;White;Argentina;Salta;Cafayate Valley;Dry;Screwcap;13.50%;Light;Unoaked;['100% Torrontés']
592;Riccitelli, Sémillon, Río Negro, Patagonia, Argentina, 2017;Riccitelli;Sémillon;2017;Still;White;Argentina;Patagonia;Río Negro;Dry;Cork;12.50%;Light;Oaked;['100% Sémillon']
593;El Esteco, 1945 Old Vine Torrontes, Calchaquí Valley, 2018;El Esteco;1945 Old Vine Torrontes;2018;Still;White;Argentina;Salta;Calchaquí Valley;Dry;Cork;13.00%;Light;;['100% Torrontés']
594;Amalaya, Torrontes-Riesling, Calchaquí Valley, Salta, 2018;Amalaya;Torrontes-Riesling;2018;Still;White;Argentina;Salta;Calchaquí Valley;Dry;Screwcap;12.50%;Light;;['15% Riesling', '85% Torrontés']
595;Casarena, Winemaker's Selection Torrontés, Salta, 2018;Casarena;Winemaker's Selection Torrontés;2018;Still;White;Argentina;Salta;;Dry;Screwcap;13.50%;Light;Unoaked;['100% Torrontés']
596;Humberto Canale, Old Vineyard Semillon, Río Negro, 2017;Humberto Canale;Old Vineyard Semillon;2017;Still;White;Argentina;Patagonia;Río Negro;Dry;Cork;13.00%;Light;Oaked;['100% Sémillon']
597;El Esteco, Blanc de Blancs, Calchaquí Valley, Salta, 2018;El Esteco;Blanc de Blancs;2018;Still;White;Argentina;Salta;Calchaquí Valley;Dry;Cork;13.00%;Light;;['40% Chardonnay', '15% Marsanne', '15% Roussanne']
598;Alandes, Paradoux Blend Sémillon-Sauvignon Blanc, Mendoza;Alandes;Paradoux Blend Sémillon-Sauvignon Blanc;;Still;White;Argentina;Mendoza;;Dry;Cork;12.50%;Light;;['Sauvignon Blanc', '50% Sémillon']
599;Gauchezco, Torrontes, Salta, Argentina, 2017;Gauchezco;Torrontes;2017;Still;White;Argentina;Salta;;Dry;Cork;13.50%;Light;;['Torrontés']
600;De Angeles, Viña 1924 Gran Malbec, Luján de Cuyo, Vistalba 2013;De Angeles;Viña 1924 Gran Malbec;2013;Still;Red;Argentina;Mendoza;Luján de Cuyo;Dry;Cork;14.50%;Medium;;['Malbec']
601;Bodega Teho, Tomal Vineyard Malbec, Uco Valley 2014;Bodega Teho;Tomal Vineyard Malbec;2014;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;13.50%;Medium;;['Malbec']
602;Cara Sur, Criolla Chica, Calingasta Valley, San Juan, 2015;Cara Sur;Criolla Chica;2015;Still;Red;Argentina;San Juan;Calingasta Valley;Dry;Cork;14.50%;Medium;;['País']
603;Riccitelli, Old Vine Semillon, Río Negro, Patagonia, 2017;Riccitelli;Old Vine Semillon;2017;Still;White;Argentina;Patagonia;Río Negro;Dry;Cork;13.00%;Medium;;['Sémillon']
604;Bodega Colomé, Auténtico Malbec, Calchaquí Valley, 2017;Bodega Colomé;Auténtico Malbec;2017;Still;Red;Argentina;Salta;Calchaquí Valley;Dry;Cork;14.50%;Medium;;['Malbec']
605;Chacra, 32 Pinot Noir, Patagonia, Argentina, 2016;Chacra;32 Pinot Noir;2016;Still;Red;Argentina;Patagonia;;Dry;Cork;12.00%;Medium;;['Pinot Noir / Pinot Nero']
606;Bodegas Fabre, Viñalta Malbec, Mendoza, Argentina, 2017;Bodegas Fabre;Viñalta Malbec;2017;Still;Red;Argentina;Mendoza;;Dry;;13.50%;Medium;;['Malbec']
607;Altos Las Hormigas, Malbec, Mendoza, Argentina, 2018;Altos Las Hormigas;Malbec;2018;Still;Red;Argentina;Mendoza;;Dry;;13.50%;;;['100% Malbec']
608;Bodega Aleanna, El Enemigo Malbec, Uco Valley, Gualtallary;Bodega Aleanna;El Enemigo Malbec;2013;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;13.50%;Full;Oaked;['3% Cabernet Franc', '90% Malbec', '7% Petit Verdot']
609;Familia Schroeder, Saurus Select Malbec, Neuquén, 2014;Familia Schroeder;Saurus Select Malbec;2014;Still;Red;Argentina;Neuquén;;;;14.50%;;;['Malbec']
610;Dominio del Plata, Ben Marco Torrontés, Mendoza, 2012;Dominio del Plata;Ben Marco Torrontés;2012;Still;White;Argentina;Mendoza;;;;14.00%;;;
611;Riccitelli, Old Vines Semillón, Río Negro, Patagonia, 2015;Riccitelli;Old Vines Semillón;2015;Still;White;Argentina;Patagonia;Río Negro;Dry;;14.00%;;Lightly Oaked;['100% Sémillon']
612;Bodegas Salentein, Finca San Pablo Single Vineyard;Bodegas Salentein;Finca San Pablo Single Vineyard Chardonnay;2015;Still;White;Argentina;Mendoza;Uco Valley;Dry;Cork;13.50%;Full;;['Chardonnay']
613;Bodegas Salentein, Barrel Selection Malbec, Uco Valley, 2013;Bodegas Salentein;Barrel Selection Malbec;2013;;Red;Argentina;Mendoza;Uco Valley;;;14.00%;;;['Malbec']
614;Zuccardi, Pologonos San Pablo Vineyard Malbec, Gualtallary 2016;Zuccardi;Pologonos San Pablo Vineyard Malbec;2016;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.00%;Full;;['100% Malbec']
615;Zuccardi, Piedra Infinita Gravascal, Uco Valley, Altamira;Zuccardi;Piedra Infinita Gravascal;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;13.50%;Full;;['Malbec']
616;Viña Cobos, Felino, Mendoza, Argentina, 2017;Viña Cobos;Felino;2017;Still;Red;Argentina;Mendoza;;Dry;Cork;14.00%;Full;;['Malbec']
617;Pablo Y Walter, Malbec, Mendoza, Argentina, 2017;Pablo Y Walter;Malbec;2017;Still;Red;Argentina;Mendoza;;Dry;Screwcap;13.50%;Full;;['Malbec']
618;Bodega Benegas, Benegas Lynch Malbec 2015;Bodega Benegas;Benegas Lynch Malbec;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.50%;Medium;Oaked;['100% Malbec']
