;Title;Producer;Vintage;Wine Type;Colour;Country;Region;Appellation;Sweetness;Closure;Alcohol;Body;Oak;Grapes;Brand
2975;Château La Garde, La Terrasse de La Garde, Pessac-Léognan, Bordeaux, 2019;Château La Garde;2019;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;14.00%;Medium;;;La Terrasse de La Garde
2976;Château Reysson, Haut-Médoc, Cru Bourgeois Supérieur, 2019;Château Reysson;2019;Still;Red;France;Bordeaux;Haut-Médoc;Dry;Cork;14.00%;Medium;;['3% Cabernet Franc', '94% Merlot', '3% Petit Verdot'];
2977;Château Rahoul, Blanc, Graves, Bordeaux, 2019;Château Rahoul;2019;Still;White;France;Bordeaux;Graves;Dry;Cork;;Full;Oaked;['Sauvignon Blanc', 'Sémillon'];
2978;Château Rahoul, Graves, Bordeaux, 2019;Château Rahoul;2019;Still;Red;France;Bordeaux;Graves;Dry;Cork;;Full;Oaked;['Cabernet Sauvignon', 'Merlot'];
2979;Château Pey La Tour, Réserve du Château, Bordeaux Supérieur, 2019;Château Pey La Tour;2019;Still;Red;France;Bordeaux;Bordeaux Supérieur;Dry;Cork;14.50%;Medium;;['4% Cabernet Sauvignon', '90% Merlot', '4% Petit Verdot'];Reserve du Chateau
2980;Château Le Boscq, St-Estèphe, Cru Bourgeois Exceptionnel, Bordeaux, 2019;Château Le Boscq;2019;Still;Red;France;Bordeaux;St-Estèphe;Dry;Cork;13.50%;Medium;;['46% Cabernet Sauvignon', '46% Merlot', '6% Petit Verdot'];
2981;Château La Garde, Pessac-Léognan, Bordeaux, France, 2019;Château La Garde;2019;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;Full;Oaked;['48% Cabernet Sauvignon', '52% Merlot'];
2982;Château La Garde, Pessac-Léognan, Bordeaux, France, 2019;Château La Garde;2019;Still;White;France;Bordeaux;Pessac-Léognan;Dry;Cork;;Full;Oaked;['85% Sauvignon Blanc', '15% Sémillon'];
2983;Château Le Boscq, Heritage de Le Boscq, St-Estèphe, Bordeaux, 2019;Château Le Boscq;2019;Still;Red;France;Bordeaux;St-Estèphe;Dry;Cork;13.00%;Medium;;['5% Cabernet Franc', '19% Cabernet Sauvignon', '76% Merlot'];Heritage de Le Boscq
2984;Château Grand Barrail Lamarzelle Figeac, St-Émilion, Grand;Château Grand Barrail Lamarzelle Figeac;2019;Still;Red;France;Bordeaux;St-Émilion;Dry;Cork;;Full;Oaked;['35% Cabernet Franc', '65% Merlot'];
2985;Château Belgrave, Diane de Belgrave, Haut-Médoc, Bordeaux, 2019;Château Belgrave;2019;Still;Red;France;Bordeaux;Haut-Médoc;Dry;Cork;13.00%;Medium;;['14% Cabernet Sauvignon', '86% Merlot'];Diane de Belgrave
2986;Château Belgrave, Haut-Médoc, 5ème Cru Classé, 2019;Château Belgrave;2019;Still;Red;France;Bordeaux;Haut-Médoc;Dry;Cork;;Medium;Oaked;['62% Cabernet Sauvignon', '35% Merlot', '3% Petit Verdot'];
2987;Château Latour, Pauillac, Pauillac, Bordeaux, 2017;Château Latour;2017;Still;Red;France;Bordeaux;Pauillac;Dry;Cork;13.40%;Medium;;['52.9% Cabernet Sauvignon', '39.9% Merlot'];Pauillac
2988;Château Latour, 1er Cru Classé, Pauillac, 2014;Château Latour;2014;Still;Red;France;Bordeaux;Pauillac;;;;;;;
2989;Château Latour, Les Forts de Latour, Pauillac, 2016;Château Latour;2016;Still;Red;France;Bordeaux;Pauillac;Dry;Cork;13.50%;;;['0.4% Cabernet Franc', '64.3% Cabernet Sauvignon', '35.3% Merlot'];Les Forts de Latour
2990;Château Pichon Baron, Pauillac, 2ème Cru Classé, 2002;Château Pichon Baron;2002;Still;Red;France;Bordeaux;Pauillac;Dry;Natural Cork;12.50%;Full;Oaked;['65% Cabernet Sauvignon', '35% Merlot'];
2991;Château Pichon Baron, Pauillac, 2ème Cru Classé, 2001;Château Pichon Baron;2001;Still;Red;France;Bordeaux;Pauillac;Dry;Natural Cork;12.50%;Full;Oaked;['3% Cabernet Franc', '70% Cabernet Sauvignon', '27% Merlot'];
2992;Château Pichon Baron, Pauillac, 2ème Cru Classé, 2000;Château Pichon Baron;2000;Still;Red;France;Bordeaux;Pauillac;Dry;Natural Cork;12.50%;Full;Oaked;['5% Cabernet Franc', '70% Cabernet Sauvignon', '25% Merlot'];
2993;Château Pichon Baron, Pauillac, 2ème Cru Classé, 2003;Château Pichon Baron;2003;Still;Red;France;Bordeaux;Pauillac;Dry;Natural Cork;12.50%;Full;Oaked;['65% Cabernet Sauvignon', '35% Merlot'];
2994;Château Pichon Baron, Pauillac, 2ème Cru Classé, 2005;Château Pichon Baron;2005;Still;Red;France;Bordeaux;Pauillac;Dry;Natural Cork;12.50%;Full;Oaked;['3% Cabernet Franc', '64% Cabernet Sauvignon', '33% Merlot'];
2995;Château Pichon Baron, Pauillac, 2ème Cru Classé, 2007;Château Pichon Baron;2007;Still;Red;France;Bordeaux;Pauillac;Dry;Natural Cork;12.50%;Full;Oaked;['74% Cabernet Sauvignon', '26% Merlot'];
2996;Château Pichon Baron, Pauillac, 2ème Cru Classé, 2019;Château Pichon Baron;2019;Still;Red;France;Bordeaux;Pauillac;Dry;Cork;;Full;Oaked;['87% Cabernet Sauvignon', '13% Merlot'];
2997;Château Simon, L'Empreinte, Graves, Bordeaux, France, 2016;Château Simon;2016;Still;Red;France;Bordeaux;Graves;Dry;Cork;14.00%;Full;;['20% Cabernet Sauvignon', '80% Merlot'];L'Empreinte
2998;Château Caillivet, Graves, Bordeaux, France, 2016;Château Caillivet;2016;Still;Red;France;Bordeaux;Graves;Dry;Cork;14.00%;Full;;['40% Cabernet Sauvignon', '60% Merlot'];
2999;Château Roche-Lalande La Croix, Pessac-Léognan, 2016;Château Roche-Lalande La Croix;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;13.50%;Full;;['5% Cabernet Franc', '45% Cabernet Sauvignon', '48% Merlot'];
3000;Château Le Bruilleau, Pessac-Léognan, Bordeaux, France, 2016;Château Le Bruilleau;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;14.00%;Full;;['48% Cabernet Sauvignon', '52% Merlot'];
3001;Château Pont St-Martin, Pessac-Léognan, Bordeaux, 2016;Château Pont St-Martin;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;13.50%;Full;;['5% Cabernet Franc', '45% Cabernet Sauvignon', '48% Merlot'];
3002;Château Lafargue, Pessac-Léognan, Bordeaux, France, 2016;Château Lafargue;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;13.50%;Full;;['11% Cabernet Franc', '25.5% Cabernet Sauvignon', '63.5% Merlot'];
3003;Château Séguin, Pessac-Léognan, Bordeaux, France, 2016;Château Séguin;2016;Still;Red;France;Bordeaux;Pessac-Léognan;;;;;;;
3004;Château Larrivet Haut-Brion, Les Demoiselles de Larrivet Haut-Brion, Pessac-Léognan, 2016;Château Larrivet Haut-Brion;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;13.00%;Full;;['3% Cabernet Franc', '40% Cabernet Sauvignon', '57% Merlot'];Les Demoiselles de Larrivet Haut-Brion
3005;Château Pape Clément, Le Clementin de Pape Clement, Pessac-Léognan, Cru Classé de Graves, Bordeaux, 2016;Château Pape Clément;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Natural Cork;13.50%;Full;Oaked;;Le Clementin de Pape Clement
3006;Château Jouvente, Graves, Bordeaux, France, 2016;Château Jouvente;2016;Still;Red;France;Bordeaux;Graves;Dry;Cork;14.00%;Full;;['30% Cabernet Sauvignon', '62% Merlot', '8% Petit Verdot'];
3007;Château Brondelle, Graves, Bordeaux, France, 2016;Château Brondelle;2016;Still;Red;France;Bordeaux;Graves;Dry;Cork;13.50%;Full;;['60% Cabernet Sauvignon', '35% Merlot', '5% Petit Verdot'];
3008;Château de Beau-Site, Graves, Bordeaux, France, 2016;Château de Beau-Site;2016;Still;Red;France;Bordeaux;Graves;Dry;Cork;13.50%;Full;;['5% Cabernet Franc', '45% Cabernet Sauvignon', '48% Merlot'];
3009;Château Lamothe-Bouscaut, Pessac-Léognan, Bordeaux, 2016;Château Lamothe-Bouscaut;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;14.00%;Full;;['47% Cabernet Sauvignon', '53% Merlot'];
3010;Château Haut Nouchet, Pessac-Léognan, Bordeaux, France, 2016;Château Haut Nouchet;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;13.50%;Full;;['Cabernet Sauvignon', 'Merlot', 'Petit Verdot'];
3011;Château de Cérons, Graves, Bordeaux, France, 2016;Château de Cérons;2016;Still;Red;France;Bordeaux;Graves;Dry;Cork;;;;;
3012;Château Roche-Lalande, Pessac-Léognan, Bordeaux, 2016;Château Roche-Lalande;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;13.50%;Full;;['5% Cabernet Franc', '45% Cabernet Sauvignon', '48% Merlot'];
3013;Château Mancèdre, Pessac-Léognan, Bordeaux, France, 2016;Château Mancèdre;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;13.50%;Full;;['70% Cabernet Sauvignon', '30% Merlot'];
3014;Château des Fougères, Clos Montesquieu, Graves, 2016;Château des Fougères;2016;Still;Red;France;Bordeaux;Graves;Dry;Cork;13.50%;Full;;['80% Cabernet Sauvignon', '20% Merlot'];Clos Montesquieu
3015;Grand Enclos du Château de Cérons, Graves, Bordeaux, 2016;Grand Enclos du Château de Cérons;2016;Still;Red;France;Bordeaux;Graves;Dry;Cork;14.00%;Full;;['38% Cabernet Sauvignon', '62% Merlot'];
3016;Château Picque Caillou, Pessac-Léognan, Bordeaux, 2016;Château Picque Caillou;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;;;['60% Cabernet Sauvignon', '35% Merlot', '5% Petit Verdot'];
3017;Château Le Thil, Pessac-Léognan, Bordeaux, France, 2016;Château Le Thil;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;;;['100% Merlot'];
3018;Château Latour-Martillac, Pessac-Léognan, Cru Classé de Graves, 2016;Château Latour-Martillac;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;;;;
3019;Maison Wessman, N°1 Saint-Cernin, Bergerac, France, 2019;N°1 Saint-Cernin;2019;Still;Red;France;Bordeaux;Bergerac;Dry;Cork;14.50%;Medium;;;
3020;Maison Wessman, N°1 Saint-Cernin Blanc, Limoux, France, 2019;N°1 Saint-Cernin;2019;Still;White;France;Languedoc-Roussillon;Limoux;Dry;Cork;14.00%;Medium;;;
3021;Château Carbonnieux, Pessac-Léognan, Cru Classé de Graves, Bordeaux, 2016;Château Carbonnieux;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;;;['Cabernet Franc', 'Cabernet Sauvignon', 'Merlot'];
3022;Château de France, Pessac-Léognan, Bordeaux, France, 2016;Château de France;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;;;['55% Cabernet Sauvignon', '45% Merlot'];
3023;Château de Rouillac, Pessac-Léognan, Bordeaux, France, 2016;Château de Rouillac;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;;;;
3024;Château Couhins-Lurton, Pessac-Léognan, Bordeaux, 2016;Château Couhins-Lurton;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;;;['Cabernet Sauvignon', 'Merlot'];
3025;Château Malartic-Lagravière, Pessac-Léognan, Grand Cru Classé, 2016;Château Malartic-Lagravière;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;;;['4% Cabernet Franc', '53% Cabernet Sauvignon', '40% Merlot'];
3026;Château Larrivet Haut-Brion, Pessac-Léognan, Bordeaux, 2016;Château Larrivet Haut-Brion;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;;;['62% Cabernet Franc', '30% Cabernet Sauvignon', '8% Merlot'];
3027;Château Haut-Bergey, Pessac-Léognan, Bordeaux, France, 2016;Château Haut-Bergey;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;;;;
3028;Château Lafont Menaut, Pessac-Léognan, Bordeaux, 2016;Château Lafont Menaut;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;;;['5% Cabernet Franc', '45% Cabernet Sauvignon', '50% Merlot'];
3029;Château Rahoul, Graves, Bordeaux, 2016;Château Rahoul;2016;Still;Red;France;Bordeaux;Graves;Dry;Cork;;;;;
3030;Château Léognan, Pessac-Léognan, Bordeaux, France, 2016;Château Léognan;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;;;['70% Cabernet Sauvignon', '30% Merlot'];
3031;Château Olivier, Pessac-Léognan, Cru Classé de Graves, 2016;Château Olivier;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;;;;
3032;Domaine de Grandmaison, Pessac-Léognan, Bordeaux, 2016;Domaine de Grandmaison;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;;;['40% Cabernet Sauvignon', '60% Merlot'];
3033;Château Couhins, Pessac-Léognan, Bordeaux, France, 2016;Château Couhins;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;;;;
3034;Château Ferran, Pessac-Léognan, Bordeaux, France, 2016;Château Ferran;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;Full;Oaked;;
3035;Château Villa Bel-Air, Graves, Bordeaux, 2016;Château Villa Bel-Air;2016;Still;Red;France;Bordeaux;Graves;Dry;Cork;;;;;
3036;Château de Chantegrive, Graves, Bordeaux, France, 2016;Château de Chantegrive;2016;Still;Red;France;Bordeaux;Graves;Dry;Cork;;;;;
3037;Château Roquetaillade La Grange, Graves, Bordeaux, 2016;Château Roquetaillade La Grange;2016;Still;Red;France;Bordeaux;Graves;Dry;Cork;;;;;
3038;Château La Louvière, Pessac-Léognan, Bordeaux, 2016;Château La Louvière;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;;;['Cabernet Sauvignon', 'Merlot'];
3039;Château Haut-Bailly, Pessac-Léognan, Grand Cru Classé de Graves, Bordeaux, 2016;Château Haut-Bailly;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;13.60%;;;['53% Cabernet Sauvignon', '40% Merlot', '4% Petit Verdot'];
3040;Château La Garde, Pessac-Léognan, Bordeaux, France, 2016;Château La Garde;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;;;['5% Cabernet Franc', '31% Cabernet Sauvignon', '62% Merlot'];
3041;Château Pape Clément, Pessac-Léognan, Grand Cru Classé, 2016;Château Pape Clément;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;;;;
3042;Château Brown, Pessac-Léognan, Bordeaux, France, 2016;Château Brown;2016;Still;Red;France;Bordeaux;Pessac-Léognan;;;;;;;
3043;Château Cantelys, Pessac-Léognan, Bordeaux, France, 2016;Château Cantelys;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;13.00%;;;['70% Cabernet Sauvignon', '30% Merlot'];
3044;Clos Marsalette, Pessac-Léognan, Bordeaux, France, 2016;Clos Marsalette;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;;;;
3045;Château Bouscaut, Pessac-Léognan, Cru Classé de Graves, 2016;Château Bouscaut;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;;;;
3046;Château Luchey-Halde, Pessac-Léognan, Bordeaux, 2016;Château Luchey-Halde;2016;Still;Red;France;Bordeaux;Pessac-Léognan;Dry;Cork;;;;;
3047;Château d'Yquem, Sauternes, 1er Cru Classé Superieur, 2019;Château d'Yquem;2019;Still;White;France;Bordeaux;Sauternes;Sweet;Natural Cork;14.40%;Full;Oaked;['45% Sauvignon Blanc', '55% Sémillon'];
3048;Château d'Yquem, Y d'Yquem, Bordeaux Blanc, 2017;Château d'Yquem;2017;Still;White;France;Bordeaux;Bordeaux Blanc;Dry;Natural Cork;14.50%;Medium;Oaked;['75% Sauvignon Blanc', '25% Sémillon'];Y d'Yquem
3049;Château d'Yquem, Sauternes, 1er Cru Classé Superieur, 1999;Château d'Yquem;1999;Still;White;France;Bordeaux;Sauternes;Sweet;Natural Cork;14.00%;Full;Oaked;['20% Sauvignon Blanc', '80% Sémillon'];
3050;Château d'Yquem, Sauternes, 1er Cru Classé Superieur, 2017;Château d'Yquem;2017;Still;White;France;Bordeaux;Sauternes;Sweet;Cork;13.90%;Full;Oaked;['15% Sauvignon Blanc', '85% Sémillon'];
3051;Château d'Yquem, Sauternes, 1er Cru Classé Superieur, 1989;Château d'Yquem;1989;Still;White;France;Bordeaux;Sauternes;Dry;Natural Cork;13.00%;Full;Oaked;['17% Sauvignon Blanc', '83% Sémillon'];
3052;Bollinger, La Grande Année, Champagne, 2014;Bollinger;2014;Sparkling;White;France;Champagne;;Brut;Cork;12.00%;Full;Oaked;['31% Chardonnay', '69% Pinot Noir / Pinot Nero'];La Grande Année
3053;Château Moulin-Haut-Laroque, Fronsac, Bordeaux, France, 2019;Château Moulin-Haut-Laroque;2019;Still;Red;France;Bordeaux;Fronsac;Dry;Cork;14.00%;Full;Oaked;['20% Cabernet Franc', '10% Cabernet Sauvignon', '65% Merlot'];
3054;E Guigal, La Turque, Côte-Rôtie, Rhône, 2001;E Guigal;2001;Still;Red;France;Rhône;Côte-Rôtie;Dry;Cork;13.50%;Medium;Oaked;['93% Syrah / Shiraz', '7% Viognier'];La Turque
3055;E Guigal, La Landonne, Côte-Rôtie, Rhône, 2001;E Guigal;2001;Still;Red;France;Rhône;Côte-Rôtie;Dry;Cork;13.50%;Full;Oaked;['100% Syrah / Shiraz'];La Landonne
3056;Canned Wine Co, Grenache Rosé No. 3, Pays d'Oc 2020;Canned Wine Co;2020;Still;Rosé;France;Languedoc-Roussillon;Pays d'Oc;Dry;Can;12.50%;Light;;['100% Grenache Blanc / Garnacha Blanca'];Grenache Rosé No. 3
3057;Vignerons Ardéchois, Orélie Rouge, Ardèche, Rhône 2020;Vignerons Ardéchois;2020;Still;Red;France;Rhône;Ardèche;Dry;Bag in Box;14.50%;Medium;;['Gamay', 'Merlot'];Orélie Rouge
3058;Château de Minière, Carrément Rouge, Loire 2020;Château de Minière;2020;Still;Red;France;Loire;;Dry;Bag in Box;12.00%;Medium;;['100% Cabernet Franc'];Carrément Rouge
3059;Estezargues, Les Galets Rouge, Coteaux du Pont du Gard 2020;Estezargues;2020;Still;Red;France;Rhône;Coteaux du Pont du Gard;Dry;Bag in Box;13.50%;Medium;;['50% Grenache / Garnacha', '25% Syrah / Shiraz', '25% Carignan'];Les Galets Rouge
3060;Le Grappin, Du Grappin Blanc, Mâcon-Villages, Burgundy 2020;Le Grappin;2020;Still;White;France;Burgundy;Mâconnais;Dry;Pouch;12.00%;Medium;;['100% Chardonnay'];Du Grappin Blanc
3061;Château Peybonhomme-Les-Tours, La Cox, Blaye Côtes de Bordeaux 2019;Château Peybonhomme-Les-Tours;2019;Still;Red;France;Bordeaux;Blaye Côtes de Bordeaux;Dry;Bag in Box;13.00%;Medium;;['Cabernet Franc', 'Merlot'];La Cox
3062;Château Mouton Rothschild, Pauillac, 1er Cru Classé, 2019;Château Mouton Rothschild;2019;Still;Red;France;Bordeaux;Pauillac;Dry;Cork;13.50%;Full;Oaked;['90% Cabernet Sauvignon', '9% Merlot', '1% Petit Verdot'];
3063;Domaine de Chevalier, Blanc, Pessac-Léognan, Cru Classé de Graves, 2019;Domaine de Chevalier;2019;Still;White;France;Bordeaux;Pessac-Léognan;Dry;Cork;;Full;Oaked;;Blanc
3064;Château Lafaurie-Peyraguey, Bordeaux Blanc, Bordeaux, France, 2019;Château Lafaurie-Peyraguey;2019;Still;White;France;Bordeaux;Bordeaux Blanc;Dry;Natural Cork;;Full;;;
3065;Château Les Hauts-Conseillants, Lalande-de-Pomerol, 2019;Château Les Hauts-Conseillants;2019;Still;Red;France;Bordeaux;Lalande-de-Pomerol;Dry;Natural Cork;;Full;Oaked;['Merlot'];
3066;Château Les Trois Croix, Fronsac, Bordeaux, France, 2019;Château Les Trois Croix;2019;Still;Red;France;Bordeaux;Fronsac;;;;;;;
3067;Château de La Dauphine, Fronsac, Bordeaux, France, 2019;Château de La Dauphine;2019;Still;Red;France;Bordeaux;Fronsac;Dry;Cork;;Full;Oaked;;
3068;Clos des Lunes, Lune d'Argent, Bordeaux Blanc, 2019;Clos des Lunes;2019;Still;White;France;Bordeaux;Bordeaux Blanc;Dry;;;Full;Oaked;['30% Sauvignon Blanc', '70% Sémillon'];Lune d'Argent
3069;Château Grand Village, Bordeaux Supérieur, Bordeaux, 2019;Château Grand Village;2019;Still;Red;France;Bordeaux;Bordeaux Supérieur;Dry;Cork;;Full;Oaked;['19% Cabernet Franc', '81% Merlot'];
3070;Les Champs Libres, Bordeaux Blanc, Bordeaux, 2019;Les Champs Libres;2019;Still;White;France;Bordeaux;Bordeaux Blanc;Dry;Cork;;Full;Oaked;['95% Sauvignon Blanc', '5% Sémillon'];
3071;Château Mouton Rothschild, Aile d'Argent, Bordeaux Blanc 2019;Château Mouton Rothschild;2019;Still;White;France;Bordeaux;Bordeaux Blanc;Dry;Cork;13.50%;Light;Oaked;['1% Muscadelle', '61% Sauvignon Blanc', '38% Sémillon'];Aile d'Argent
3072;Château Margaux, Pavillon Blanc, Bordeaux Blanc, 2019;Château Margaux;2019;Still;White;France;Bordeaux;Bordeaux Blanc;Dry;Cork;13.00%;Full;Oaked;['100% Sauvignon Blanc'];Pavillon Blanc
3073;Château Toumalin, Canon-Fronsac, Bordeaux, France, 2019;Château Toumalin;2019;Still;Red;France;Bordeaux;Canon-Fronsac;Dry;Cork;;Full;Oaked;;
3074;Château de Viaud, Lalande-de-Pomerol, Bordeaux, France, 2019;Château de Viaud;2019;Still;Red;France;Bordeaux;Lalande-de-Pomerol;Dry;Natural Cork;;Full;Oaked;['Merlot'];
3075;Château La Vieille Cure, Fronsac, Bordeaux, France, 2019;Château La Vieille Cure;2019;Still;Red;France;Bordeaux;Fronsac;Dry;Cork;;Full;Oaked;;
3076;Château Montlandrie, Castillon Côtes de Bordeaux, 2019;Château Montlandrie;2019;Still;Red;France;Bordeaux;Castillon Côtes de Bordeaux;Dry;Cork;;Full;Oaked;;
3077;Clos Fourtet, St-Émilion, 1er Grand Cru Classé B, 2019;Clos Fourtet;2019;Still;Red;France;Bordeaux;St-Émilion;Dry;Cork;14.50%;Full;Oaked;['3% Cabernet Franc', '7% Cabernet Sauvignon', '90% Merlot'];
3078;Château Ducru-Beaucaillou, Madame de Beaucaillou, Haut-Médoc, Bordeaux, 2019;Château Ducru-Beaucaillou;2019;Still;Red;France;Bordeaux;Haut-Médoc;Dry;Cork;13.90%;Full;Oaked;['17% Cabernet Sauvignon', '68% Merlot', '13% Petit Verdot'];Madame de Beaucaillou
3079;Château Tour Séran, Haut-Médoc, Cru Bourgeois Supérieur;Château Tour Séran;2019;Still;Red;France;Bordeaux;Haut-Médoc;Dry;Cork;;Medium;Oaked;;
3080;Château Greysac, Haut-Médoc, Cru Bourgeois Supérieur, 2019;Château Greysac;2019;Still;Red;France;Bordeaux;Haut-Médoc;Dry;Cork;;Medium;Oaked;;
3081;Château Fourcas Hosten, Listrac-Médoc, Bordeaux, 2019;Château Fourcas Hosten;2019;Still;Red;France;Bordeaux;Listrac-Médoc;Dry;Cork;;Full;Oaked;;
3082;Château Lanessan, Haut-Médoc, Bordeaux, France, 2019;Château Lanessan;2019;Still;Red;France;Bordeaux;Haut-Médoc;Dry;Cork;;Medium;Oaked;['54% Cabernet Sauvignon', '36% Merlot', '10% Petit Verdot'];
3083;Château Brillette, Moulis-en-Médoc, Bordeaux, France, 2019;Château Brillette;2019;Still;Red;France;Bordeaux;Moulis-en-Médoc;Dry;Cork;;Medium;Oaked;;
3084;Château Rollan de By, Médoc, Bordeaux, France, 2019;Château Rollan de By;2019;Still;Red;France;Bordeaux;Médoc;Dry;Cork;;Medium;Oaked;;
3085;Château Malescasse, Haut-Médoc, Cru Bourgeois Exceptionnel, 2019;Château Malescasse;2019;Still;Red;France;Bordeaux;Haut-Médoc;Dry;Cork;;Medium;Oaked;;
3086;Château Poujeaux, Moulis-en-Médoc, Bordeaux, France, 2019;Château Poujeaux;2019;Still;Red;France;Bordeaux;Moulis-en-Médoc;Dry;Cork;;Full;Oaked;;
3087;Château Chasse-Spleen, Moulis-en-Médoc, Bordeaux, 2019;Château Chasse-Spleen;2019;Still;Red;France;Bordeaux;Moulis-en-Médoc;Dry;Cork;13.50%;Medium;Oaked;['52% Cabernet Sauvignon', '40% Merlot', '6% Petit Verdot'];
3088;Château Beaumont, Haut-Médoc, Cru Bourgeois Supérieur, 2019;Château Beaumont;2019;Still;Red;France;Bordeaux;Haut-Médoc;Dry;Cork;;Medium;Oaked;;
3089;Château La Tour Carnet, Haut-Médoc, 4ème Cru Classé, 2019;Château La Tour Carnet;2019;Still;Red;France;Bordeaux;Haut-Médoc;Dry;Cork;;Medium;Oaked;['50% Cabernet Sauvignon', '50% Merlot'];
3090;Château de Malleret, Haut-Médoc, Cru Bourgeois Exceptionnel, 2019;Château de Malleret;2019;Still;Red;France;Bordeaux;Haut-Médoc;Dry;Cork;;Medium;Oaked;;
3091;Château Sénéjac, Haut-Médoc, Bordeaux, France, 2019;Château Sénéjac;2019;Still;Red;France;Bordeaux;Haut-Médoc;Dry;Cork;;Medium;Oaked;;
3092;Château d’Agassac, Haut-Médoc, Cru Bourgeois Exceptionnel, Bordeaux, 2019;Château d’Agassac;2019;Still;Red;France;Bordeaux;Haut-Médoc;Dry;Cork;13.30%;Medium;Oaked;['3% Cabernet Franc', '72% Cabernet Sauvignon', '25% Merlot'];
3093;Château Arnauld, Haut-Médoc, Cru Bourgeois Exceptionnel, Bordeaux, 2019;Château Arnauld;2019;Still;Red;France;Bordeaux;Haut-Médoc;Dry;Cork;;Medium;Oaked;['49% Cabernet Sauvignon', '45% Merlot', '6% Petit Verdot'];
3094;Château Belle-Vue, Haut-Médoc, Cru Bourgeois Exceptionnel, Bordeaux, 2019;Château Belle-Vue;2019;Still;Red;France;Bordeaux;Haut-Médoc;Dry;Cork;;Medium;Oaked;;
3095;Château Camensac, Haut-Médoc, 5ème Cru Classé, 2019;Château Camensac;2019;Still;Red;France;Bordeaux;Haut-Médoc;Dry;Cork;13.50%;Medium;Oaked;['55% Cabernet Sauvignon', '45% Merlot'];
3096;Château Potensac, Médoc, Bordeaux, France, 2019;Château Potensac;2019;Still;Red;France;Bordeaux;Médoc;Dry;Cork;14.05%;Medium;Oaked;['16% Cabernet Franc', '36% Cabernet Sauvignon', '47% Merlot'];
3097;Château Cantemerle, Haut-Médoc, 5ème Cru Classé, 2019;Château Cantemerle;2019;Still;Red;France;Bordeaux;Haut-Médoc;Dry;Cork;;Medium;Oaked;['5% Cabernet Franc', '68% Cabernet Sauvignon', '23% Merlot'];
3098;Château Charmail, Haut-Médoc, Cru Bourgeois Exceptionnel, Bordeaux, 2019;Château Charmail;2019;Still;Red;France;Bordeaux;Haut-Médoc;Dry;Natural Cork;;Full;Oaked;;
3099;Château La Lagune, Haut-Médoc, 3ème Cru Classé, 2019;Château La Lagune;2019;Still;Red;France;Bordeaux;Haut-Médoc;Dry;Cork;14.00%;Medium;Oaked;['70% Cabernet Sauvignon', '26% Merlot', '4% Petit Verdot'];
3100;Château Sociando-Mallet, Haut-Médoc, Bordeaux, France, 2019;Château Sociando-Mallet;2019;Still;Red;France;Bordeaux;Haut-Médoc;Dry;Cork;;Medium;Oaked;['2% Cabernet Franc', '43% Cabernet Sauvignon', '55% Merlot'];
