;Title;Producer;Brand;Vintage;Wine Type;Colour;Country;Region;Appellation;Sweetness;Closure;Alcohol;Body;Oak;Grapes
1681;La Rioja Alta, Gran Reserva 890, Rioja, Rioja, Spain, 1995;La Rioja Alta;Gran Reserva 890;1995;Still;Red;Spain;Rioja;Rioja;Dry;Natural Cork;12.50%;Full;Oaked;['3% Graciano', '2% Mazuelo', '95% Tempranillo']
1682;La Rioja Alta, Gran Reserva 890, Rioja, Rioja, Spain, 2005;La Rioja Alta;Gran Reserva 890;2005;Still;Red;Spain;Rioja;Rioja;Dry;Natural Cork;13.50%;Full;Oaked;['3% Graciano', '2% Mazuelo', '95% Tempranillo']
1683;La Rioja Alta, Gran Reserva 890, Rioja, Rioja, Spain, 1981;La Rioja Alta;Gran Reserva 890;1981;Still;Red;Spain;Rioja;Rioja;Dry;Natural Cork;12.50%;Full;Oaked;['3% Graciano', '2% Mazuelo', '95% Tempranillo']
1684;Torres, Fransola, Penedès, Penedès, Spain, 2018;Torres;Fransola;2018;Still;White;Spain;Penedès;Penedès;Dry;Cork;13.50%;Medium;Lightly Oaked;['100% Sauvignon Blanc']
1685;Torres, Celeste, Ribera del Duero, Castilla y Léon, 2017;Torres;Celeste;2017;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Cork;14.50%;Full;Oaked;['100% Tempranillo']
1686;Jean Leon, 3055 Merlot, Penedès, Penedès, Spain, 2018;Jean Leon;3055 Merlot;2018;Still;Red;Spain;Penedès;Penedès;Dry;Cork;14.50%;Medium;Unoaked;['Merlot', 'Petit Verdot']
1687;Mas d'en Gil, Clos Fontà, Priorat, Catalonia, Spain, 2016;Mas d'en Gil;Clos Fontà;2016;Still;Red;Spain;Catalonia;Priorat;Dry;Natural Cork;15.00%;Full;Oaked;['Grenache / Garnacha', 'Carignan / Cariñena']
1688;Costers del Priorat, Clos Cypres, Priorat, Catalonia, 2016;Costers del Priorat;Clos Cypres;2016;Still;Red;Spain;Catalonia;Priorat;Dry;Cork;14.50%;Full;Oaked;['100% Carignan / Mazuelo']
1689;Ferrer Bobet, Vinyes Velles Selección Especial, Priorat;Ferrer Bobet;Vinyes Velles Selección Especial;2016;Still;Red;Spain;Catalonia;Priorat;Dry;Natural Cork;14.60%;Full;Oaked;['100% Carignan / Cariñena']
1690;Mas Martinet, Camí Pesseroles, Priorat, Catalonia, 2017;Mas Martinet;Camí Pesseroles;2017;Still;Red;Spain;Catalonia;Priorat;Dry;Natural Cork;14.50%;Full;Oaked;['Grenache / Garnacha', 'Carignan / Cariñena']
1691;Mas Doix, Doix, Priorat, Catalonia, Spain, 2000;Mas Doix;Doix;2000;Still;Red;Spain;Catalonia;Priorat;Dry;Natural Cork;14.50%;Full;Oaked;['49% Grenache / Garnacha', '4% Merlot', '47% Carignan / Cariñena']
1692;Torres, Mas de la Rosa, Priorat, Catalonia, Spain, 2016;Torres;Mas de la Rosa;2016;Still;Red;Spain;Catalonia;Priorat;Dry;Cork;15.00%;Full;Oaked;['Grenache / Garnacha', 'Carignan / Cariñena']
1693;Vall Llach, Mas de la Rosa, Priorat, Catalonia, Spain, 2016;Vall Llach;Mas de la Rosa;2016;Still;Red;Spain;Catalonia;Priorat;Dry;Cork;15.00%;Full;Oaked;['100% Carignan / Mazuelo']
1694;Alvaro Palacios, L'Ermita, Priorat, Catalonia, Spain, 2017;Alvaro Palacios;L'Ermita;2017;Still;Red;Spain;Catalonia;Priorat;Dry;Natural Cork;14.50%;Full;Oaked;['99% Grenache / Garnacha']
1695;Ausàs Bodegas y Viñedos, Interpretación, Ribera del Duero;Ausàs Bodegas y Viñedos;Interpretación;2016;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Cork;15.00%;Full;Oaked;['100% Tempranillo / Tinto Fino']
1696;Ausàs Bodegas y Viñedos, Interpretación, Ribera del Duero;Ausàs Bodegas y Viñedos;Interpretación;2017;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Cork;15.00%;Full;Oaked;['100% Tempranillo / Tinto Fino']
1697;Tentenublo Wines, Xérico, Rioja, Alavesa, 2017;Tentenublo Wines;Xérico;2017;Still;Red;Spain;Northern Spain;Rioja;Dry;;14.50%;;;['Tempranillo / Tinto Fino', 'Viura']
1698;Morrisons, The Best Rioja Gran Reserva, Rioja, 2012;Morrisons;The Best Rioja Gran Reserva;2012;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;14.00%;Full;Oaked;['10% Graciano', '90% Tempranillo / Tinto Fino']
1699;Perez Burton, Rioja, Northern Spain, Spain, 2017;Perez Burton;;2017;Still;Red;Spain;Northern Spain;Rioja;Dry;Natural Cork;14.00%;Full;Oaked;['5% Grenache / Garnacha', '95% Tempranillo / Tinto Fino']
1700;Baron de Ley, Varietales Garnacha Blanca, Rioja, 2017;Baron de Ley;Varietales Garnacha Blanca;2017;Still;White;Spain;Northern Spain;Rioja;Dry;;13.00%;;Lightly Oaked;['100% Grenache Blanc / Garnacha Blanca']
1701;La Rioja Alta, 890 Gran Reserva, Rioja, Alta, 1995;La Rioja Alta;890 Gran Reserva;1995;Still;Red;Spain;Northern Spain;Rioja;Dry;Natural Cork;12.50%;;Oaked;['Tempranillo / Tinto Fino']
1702;Bodegas Benjamin de Rothschild & Vega Sicilia, Macán Clásico, 2016;Bodegas Benjamin de Rothschild & Vega Sicilia;Macán Clásico;2016;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;14.90%;Medium;Oaked;['100% Tempranillo / Tinto Fino']
1703;Bodegas Benjamin de Rothschild & Vega Sicilia, Macán, Rioja;Bodegas Benjamin de Rothschild & Vega Sicilia;Macán;2015;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;14.90%;Full;Oaked;['100% Tempranillo / Tinto Fino']
1704;CVNE, Contino Reserva, Rioja, Northern Spain, Spain, 2015;CVNE;Contino Reserva;2015;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;14.00%;Full;Oaked;['Graciano', 'Tempranillo / Tinto Fino', 'Mazuelo']
1705;Vintae, Hacienda López de Haro Gran Reserva, Rioja, 2010;Vintae;Hacienda López de Haro Gran Reserva;2010;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;13.50%;Full;Oaked;['Graciano', 'Tempranillo / Tinto Fino']
1706;Rioja Vega, Edición Limitada, Rioja, Northern Spain, 2016;Rioja Vega;Edición Limitada;2016;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;13.50%;Full;Oaked;['25% Graciano', '75% Tempranillo / Tinto Fino']
1707;Contino, Reserva, Rioja, Alavesa, Northern Spain, 2005;Contino;Reserva;2005;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;14.00%;;Oaked;
1708;Morrisons, The Best Marqués de Los Rios Gran Reserva, Rioja, 2012;Morrisons;The Best Marqués de Los Rios Gran Reserva;2012;Still;Red;Spain;Northern Spain;Rioja;Dry;;14.00%;;;['Tempranillo']
1709;Bodegas Verum, Ulterior Parcela No17 Graciano, 2016;Bodegas Verum;Ulterior Parcela No17 Graciano;2016;Still;Red;Spain;Castilla-La Mancha;;Dry;;13.50%;;;['Graciano']
1710;Emilio Lustau, San Emilio Solera Familiar, Jerez, Spain;Emilio Lustau;San Emilio Solera Familiar;;Fortified;White;Spain;Jerez;;Sweet;;17.00%;;;['Pedro Ximénez']
1711;La Rioja Alta, Viña Alberdi Reserva, Rioja, Alta, 2013;La Rioja Alta;Viña Alberdi Reserva;2013;Still;Red;Spain;Northern Spain;Rioja;Dry;;13.50%;;;['100% Tempranillo']
1712;La Rioja Alta, Torre de Oña Reserva, Rioja, Alta, 2014;La Rioja Alta;Torre de Oña Reserva;2014;Still;Red;Spain;Northern Spain;Rioja;Dry;;13.50%;;;['Mazuelo', 'Tempranillo']
1713;Viña Herminia, Reserva, Rioja, Northern Spain, Spain, 2012;Viña Herminia;Reserva;2012;Still;Red;Spain;Northern Spain;Rioja;Dry;;13.50%;;;['5% Graciano', '10% Grenache / Garnacha', '85% Tempranillo']
1714;Burgo Viejo, Palacio del Burgo, Rioja, Northern Spain, 2014;Burgo Viejo;Palacio del Burgo;2014;Still;Red;Spain;Northern Spain;Rioja;Dry;;13.00%;;;['Grenache / Garnacha', 'Carignan / Cariñena', 'Tempranillo']
1715;Navarrsotillo, Magister Bibendi Garnacha Crianza, Rioja;Navarrsotillo;Magister Bibendi Garnacha Crianza;2016;Still;Red;Spain;Northern Spain;Rioja;Dry;;14.50%;;;['Grenache / Garnacha']
1716;Real Rubio, Crianza, Rioja, Northern Spain, Spain, 2015;Real Rubio;Crianza;2015;Still;Red;Spain;Northern Spain;Rioja;Dry;;14.00%;;;['Graciano', 'Tempranillo']
1717;La Rioja Alta, Viña Ardanza Reserva, Rioja, Alta, 2009;La Rioja Alta;Viña Ardanza Reserva;2009;Still;Red;Spain;Northern Spain;Rioja;Dry;;13.50%;;;['20% Grenache / Garnacha', '80% Tempranillo']
1718;Bodegas Palacios Remondo, La Montesa Crianza, Rioja, 2016;Bodegas Palacios Remondo;La Montesa Crianza;2016;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;14.00%;Medium;;['100% Tempranillo / Tinto Fino']
1719;Bodegas Ontañón, Vetiver Viura, Rioja, 2017;Bodegas Ontañón;Vetiver Viura;2017;Still;White;Spain;Northern Spain;Rioja;Dry;;12.50%;;;['Viura']
1720;Bodegas Ontañón, Crianza, Rioja, Northern Spain, Spain, 2015;Bodegas Ontañón;Crianza;2015;Still;Red;Spain;Northern Spain;Rioja;Dry;;13.50%;;;['Graciano', 'Tempranillo']
1721;La Rioja Alta, 890 Gran Reserva, Rioja, Alta, 2005;La Rioja Alta;890 Gran Reserva;2005;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;13.50%;;;['5% Graciano', '5% Mazuelo', '90% Tempranillo']
1722;La Rioja Alta, 904 Gran Reserva, Rioja, Alta, 2009;La Rioja Alta;904 Gran Reserva;2009;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;13.50%;;;['5% Graciano', '95% Tempranillo']
1723;D Mateos, Colección de Familia La Mateo Cepas Viejas, Rioja, 2015;D Mateos;Colección de Familia La Mateo Cepas Viejas;2015;Still;Red;Spain;Northern Spain;Rioja;Dry;;15.00%;;;['Grenache / Garnacha']
1724;Isidro Milagro, 5 Oros Vendimia Seleccionada Graciano, Rioja, Spain, 2015;Isidro Milagro;5 Oros Vendimia Seleccionada Graciano;2015;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;14.50%;Medium;Oaked;['100% Graciano']
1725;Bodegas Palacios Remondo, La Montesa Crianza, Rioja, 2015;Bodegas Palacios Remondo;La Montesa Crianza;2015;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;14.00%;Full;;['90% Grenache / Garnacha', '10% Tempranillo / Tinto Fino']
1726;Bodegas Palacios Remondo, Plácet Valtomelloso, Rioja, Baja;Bodegas Palacios Remondo;Plácet Valtomelloso;2014;Still;White;Spain;Northern Spain;Rioja;Dry;Cork;13.50%;Medium;Oaked;['100% Viura']
1727;Bodegas Palacios Remondo, Propiedad, Rioja, 2011;Bodegas Palacios Remondo;Propiedad;2011;Still;Red;Spain;Northern Spain;Rioja;;;14.00%;;;['Grenache / Garnacha']
1728;Bodegas Palacios Remondo, Plácet Valtomelloso, Rioja, 2015;Bodegas Palacios Remondo;Plácet Valtomelloso;2015;Still;White;;;;;;;;;
1729;Burgo Viejo, Licenciado Reserva, Rioja, Baja, 2016;Burgo Viejo;Licenciado Reserva;2016;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;13.50%;Medium;Oaked;['100% Tempranillo / Tinto Fino']
1730;Bodegas Alvia, Mileto Reserva, Rioja, Northern Spain, 2012;Bodegas Alvia;Mileto Reserva;2012;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;13.50%;Medium;Oaked;['15% Carignan / Mazuelo', '85% Tempranillo / Tinto Fino']
1731;Tobelos, Tobelos Crianza, Rioja, Northern Spain, Spain, 2015;Tobelos;Tobelos Crianza;2015;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;13.50%;Medium;;['Tempranillo / Tinto Fino']
1732;Bodegas Ruiz de Viñaspre, Gran Reserva, Rioja, 2009;Bodegas Ruiz de Viñaspre;Gran Reserva;2009;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;14.50%;Medium;Oaked;['100% Tempranillo / Tinto Fino']
1733;De Alto Amo, Rioja, Northern Spain, Spain, 2018;De Alto Amo;;2018;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;13.50%;Medium;;['Tempranillo / Tinto Fino']
1734;Viña Ijalba, Crianza, Rioja, Northern Spain, Spain, 2016;Viña Ijalba;Crianza;2016;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;14.00%;Medium;Unoaked;['20% Graciano', '80% Tempranillo / Tinto Fino']
1735;Bodegas La Catedral, La Gitana Gold Reserva, Rioja, 2015;Bodegas La Catedral;La Gitana Gold Reserva;2015;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;14.00%;Medium;Oaked;['10% Grenache / Garnacha', '90% Tempranillo / Tinto Fino']
1736;Landaluce, Fincas de Landaluce Crianza, Rioja, 2016;Landaluce;Fincas de Landaluce Crianza;2016;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;14.00%;Medium;Oaked;['100% Tempranillo / Tinto Fino']
1737;Martínez Laorden, Lanzado Crianza, Rioja, 2015;Martínez Laorden;Lanzado Crianza;2015;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;13.50%;Medium;Oaked;['100% Tempranillo / Tinto Fino']
1738;Faustino Rivero Ulecia, Reserva, Rioja, Northern Spain, 2016;Faustino Rivero Ulecia;Reserva;2016;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;13.50%;Medium;Oaked;['10% Grenache / Garnacha', '90% Tempranillo / Tinto Fino']
1739;Bodegas Vallobera, Graciano, Rioja, Northern Spain, 2017;Bodegas Vallobera;Graciano;2017;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;14.50%;Medium;Oaked;['100% Graciano']
1740;Marques de Reinosa, Reserva, Rioja, Northern Spain, 2015;Marques de Reinosa;Reserva;2015;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;14.00%;Medium;Oaked;['4% Graciano', '3% Grenache / Garnacha', '93% Tempranillo / Tinto Fino']
1741;Bodegas Ontañón, Reserva, Rioja, Northern Spain, Spain, 2011;Bodegas Ontañón;Reserva;2011;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;13.50%;Medium;Oaked;['10% Graciano', '90% Tempranillo / Tinto Fino']
1742;Escudero, Serna Imperial Reserva, Rioja, 2010;Escudero;Serna Imperial Reserva;2010;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;13.50%;Medium;;['Tempranillo / Tinto Fino']
1743;Bodegas Muriel, Reserva, Rioja, Northern Spain, Spain, 2015;Bodegas Muriel;Reserva;2015;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;13.50%;Medium;;['100% Tempranillo / Tinto Fino']
1744;Altos R, Pigeage, Rioja, Northern Spain, Spain, 2016;Altos R;Pigeage;2016;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;14.50%;Medium;Oaked;['10% Graciano', '90% Tempranillo / Tinto Fino']
1745;Biurko Gorri, Biurko Crianza, Rioja, Northern Spain, 2015;Biurko Gorri;Biurko Crianza;2015;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;13.50%;Medium;Oaked;['10% Graciano', '90% Tempranillo / Tinto Fino']
1746;Bodegas Perica, David Perica, Rioja, Northern Spain, 2016;Bodegas Perica;David Perica;2016;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;14.00%;Medium;Oaked;['25% Maturana Tinta', '75% Tempranillo / Tinto Fino']
1747;Finca Nueva, Reserva, Rioja, Northern Spain, Spain, 2010;Finca Nueva;Reserva;2010;Still;Red;Spain;Northern Spain;Rioja;Dry;Natural Cork;13.50%;Medium;Oaked;['100% Tempranillo / Tinto Fino']
1748;Sierra Cantabria, Crianza, Rioja, Northern Spain, 2016;Sierra Cantabria;Crianza;2016;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;13.50%;Medium;;['Tempranillo / Tinto Fino']
1749;Viñedos de Aldeanueva, Marques del Norte Reserva, Rioja, Spain, 2015;Viñedos de Aldeanueva;Marques del Norte Reserva;2015;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;14.00%;Medium;Oaked;['10% Carignan / Mazuelo', '20% Grenache / Garnacha', '70% Tempranillo / Tinto Fino']
1750;Vivanco, Crianza, Rioja, Northern Spain, Spain, 2016;Vivanco;Crianza;2016;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;13.50%;Medium;;['Tempranillo / Tinto Fino']
1751;Heras Cordón, Vendimia Seleccionada Crianza, Rioja, 2016;Heras Cordón;Vendimia Seleccionada Crianza;2016;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;14.00%;Medium;Oaked;['10% Carignan / Mazuelo', '10% Graciano', '80% Tempranillo / Tinto Fino']
1752;Sierra Cantabria, Garnacha, Rioja, Northern Spain, 2015;Sierra Cantabria;Garnacha;2015;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;13.50%;Medium;;['Tempranillo / Tinto Fino']
1753;Altos de Baroja, Rioja, Northern Spain, Spain, 2017;Altos de Baroja;;2017;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;13.00%;Medium;Oaked;['100% Tempranillo / Tinto Fino']
1754;Bohedal, Gran Bohedal Crianza, Rioja, Northern Spain, 2016;Bohedal;Gran Bohedal Crianza;2016;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;14.00%;Medium;Oaked;['100% Tempranillo / Tinto Fino']
1755;Finca Viñoa, Ribeiro, Ribeiro, Spain, 2018;Finca Viñoa;;2018;Still;White;Spain;Ribeiro;Ribeiro;Dry;Cork;13.50%;Medium;Unoaked;['Godello', 'Treixadura', 'Albariño']
1756;Bodegas Piedemonte, Crianza Tempranillo, Navarra, 2015;Bodegas Piedemonte;Crianza Tempranillo;2015;Still;Red;Spain;Navarra;Navarra;Dry;Cork;14.00%;Full;Oaked;['100% Tempranillo / Tinto Fino']
1757;Pagos del Rey, Pulpo, Rías Baixas, Spain, 2018;Pagos del Rey;Pulpo;2018;Still;White;Spain;Rías Baixas;;Dry;Screwcap;13.00%;Light;Unoaked;['100% Albariño']
1758;Bodegas del Rosario, Niño de las Uvas Monastrell, Bullas;Bodegas del Rosario;Niño de las Uvas Monastrell;2017;Still;Red;Spain;Bullas;Bullas;Dry;Cork;14.50%;Light;Lightly Oaked;['100% Monastrell', '15% Syrah / Shiraz']
1759;Rodriguez La-Cave, Barbiana, Manzanilla, Jerez, Spain;Rodriguez La-Cave;Barbiana;;Fortified;White;Spain;Jerez;Manzanilla;Dry;;15.00%;Light;;
1760;Equipo Navazos, I Think En Rama, Manzanilla, Jerez, Spain;Equipo Navazos;I Think En Rama;;Fortified;White;Spain;Jerez;Manzanilla;Dry;;15.00%;Light;;
1761;Herederos de Argüeso, Las Medallas, Manzanilla, Jerez, Spain;Herederos de Argüeso;Las Medallas;;Fortified;White;Spain;Jerez;Manzanilla;Dry;;15.00%;;;['Palomino']
1762;Bodegas Barbadillo, Nave Trinidad En Rama, Manzanilla, Jerez;Bodegas Barbadillo;Nave Trinidad En Rama;;Fortified;White;Spain;Jerez;Manzanilla;Dry;;15.00%;;;['Palomino']
1763;Yuste, La Kika Pasada En Rama, Manzanilla, Jerez, Spain;Yuste;La Kika Pasada En Rama;;Fortified;White;Spain;Jerez;Manzanilla;Dry;;15.00%;;;['Palomino']
1764;Hijos de Rainera Pérez Marín, La Guita En Rama, Manzanilla;Hijos de Rainera Pérez Marín;La Guita En Rama;;Fortified;White;Spain;Jerez;Manzanilla;Dry;;15.00%;;;['Palomino']
1765;Delgado Zuleta, La Goya, Manzanilla, Jerez, Spain;Delgado Zuleta;La Goya;;Fortified;White;Spain;Jerez;Manzanilla;Dry;;15.00%;Light;;
1766;Equipo Navazos, La Bota 90, Manzanilla, Pasada, Jerez, Spain;Equipo Navazos;La Bota 90;;Fortified;White;Spain;Jerez;Manzanilla;Dry;;16.50%;;;['Palomino']
1767;Sánchez Ayala, Gabriela Oro En Rama, Manzanilla, Jerez;Sánchez Ayala;Gabriela Oro En Rama;;Fortified;White;Spain;Jerez;Manzanilla;Dry;;15.00%;;;['Palomino']
1768;Fernando de Castilla, Classic, Manzanilla, Jerez, Spain;Fernando de Castilla;Classic;;Fortified;White;Spain;Jerez;Manzanilla;Dry;;15.00%;;;['Palomino']
1769;Bodegas Callejuela, Añina, Manzanilla, Jerez, Spain, 2015;Bodegas Callejuela;Añina;2015;Fortified;White;Spain;Jerez;Manzanilla;Dry;;15.50%;;;['Palomino']
1770;Lustau, Almacenista Cuevas Jurado, Manzanilla, Pasada, Jerez;Lustau;Almacenista Cuevas Jurado;;Fortified;White;Spain;Jerez;Manzanilla;Dry;;17.00%;;;['Palomino']
1771;La Cigarrera, Manzanilla, Jerez, Spain;La Cigarrera;;;Fortified;White;Spain;Jerez;Manzanilla;Dry;;15.00%;;;['Palomino']
1772;Bodegas Callejuela, Manzanilla, Jerez, Spain;Bodegas Callejuela;;;Fortified;White;Spain;Jerez;Manzanilla;Dry;;15.50%;;;['Palomino']
1773;Bodegas Hidalgo, La Gitana En Rama, Manzanilla, Jerez, Spain;Bodegas Hidalgo;La Gitana En Rama;;Fortified;White;Spain;Jerez;Manzanilla;Dry;;15.00%;Light;;
1774;Emilio Lustau, Papirusa Solera Reserva, Manzanilla;Emilio Lustau;Papirusa;;Fortified;White;Spain;Jerez;Manzanilla;Dry;;15.00%;Light;;
1775;Raúl Pérez, Los Arrotos del Pendón, 2015;Raúl Pérez;Los Arrotos del Pendón;2015;Still;Red;Spain;Castilla y Léon;;Dry;;14.00%;;;['Prieto Picudo']
1776;Sei Solo, Ribera del Duero, Castilla y Léon, Spain, 2015;Sei Solo;Ribera del Duero;2015;Still;Red;Spain;Castilla y Léon;;Dry;;14.50%;;;['Tempranillo']
1777;Alonso del Yerro, María, Ribera del Duero, 2014;Alonso del Yerro;María;2014;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;;15.00%;;;['Tempranillo']
1778;Descendientes de J Palacios, Moncerbal, Bierzo, 2016;Descendientes de J Palacios;Moncerbal;2016;Still;Red;;;;;;;;;
1779;Dominio de Tares, P3 Mencía, Bierzo, Castilla y Léon, 2012;Dominio de Tares;P3 Mencía;2012;Still;Red;Spain;Castilla y Léon;Bierzo;Dry;;14.50%;;;['Mencía']
1780;Dominio de Cair, Pendón de la Aguilera, Ribera del Duero;Dominio de Cair;Pendón de la Aguilera;2009;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;;14.50%;;;['Tempranillo']
1781;Dominio del Bendito, Las Sabias, Toro, 2015;Dominio del Bendito;Las Sabias;2015;Still;Red;Spain;Castilla y Léon;Toro;Dry;;15.00%;;;['Tinta de Toro']
1782;Forjas del Salnes, Goliardo Espadeiro, Rías Baixas, 2016;Forjas del Salnes;Goliardo Espadeiro;2016;Still;Red;Spain;Galicia;Rías Baixas;Dry;;12.50%;;;['Espadeiro']
1783;Dominio de Pingus, Flor de Pingus, Ribera del Duero, 2017;Dominio de Pingus;Flor de Pingus;2017;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;;14.00%;;;['Tempranillo']
1784;García Figuero, Figuero Tinus, Ribera del Duero, 2015;García Figuero;Figuero Tinus;2015;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;;14.50%;;;['Tempranillo']
1785;Comenge, Don Miguel Reserva, Ribera del Duero, 2015;Comenge;Don Miguel Reserva;2015;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;;15.00%;;;['Cabernet Sauvignon', 'Tempranillo']
1786;Bodegas La Horra, Corimbo I, Ribera del Duero, 2014;Bodegas La Horra;Corimbo I;2014;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;;14.50%;;;['Tempranillo']
1787;Bodegas Tabula, Clave de Tábula, Ribera del Duero, 2013;Bodegas Tabula;Clave de Tábula;2013;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;;14.50%;;;['Tempranillo']
1788;Traslanzas, Cigales, Castilla y Léon, Spain, 2015;Traslanzas;Cigales;2015;Still;Red;Spain;Castilla y Léon;;Dry;;14.50%;;;['Tempranillo']
1789;Bodega Vidas, Cien Montañas Carrasquín, Cangas, 2017;Bodega Vidas;Cien Montañas Carrasquín;2017;Still;Red;Spain;Asturias;Cangas;Dry;;13.50%;;;['Carrasquin']
1790;Ponte da Boga, Capricho de Merenzao, Ribeira Sacra, 2016;Ponte da Boga;Capricho de Merenzao;2016;Still;Red;Spain;Galicia;Ribeira Sacra;Dry;;14.00%;;;['Merenzao']
1791;Dominio del Aguila, Canta La Perdiz, Ribera del Duero, 2015;Dominio del Aguila;Canta La Perdiz;2015;Still;Red;Spain;;;;;;;;
1792;Teso La Monja, Alabaster, Toro, Castilla y Léon, Spain, 2015;Teso La Monja;Alabaster;2015;Still;Red;Spain;Castilla y Léon;Toro;Dry;;14.50%;;;['Tempranillo']
1793;Abadia Retuerta, Pago Negralada, Castilla y Léon, 2015;Abadia Retuerta;Pago Negralada;2015;Still;Red;Spain;Castilla y Léon;;Dry;;14.50%;;;['100% Tempranillo']
1794;Vega Sicilia, Único, Ribera del Duero, 2009;Vega Sicilia;Único;2009;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Cork;14.00%;Full;Oaked;['6% Cabernet Sauvignon', '94% Tempranillo / Tinto Fino']
1795;Benjamin de Rothschild & Vega Sicilia, Macán Clásico, Rioja, 2016;Benjamin de Rothschild & Vega Sicilia;Macán Clásico;2016;Still;Red;Spain;Northern Spain;Rioja;Dry;Natural Cork;14.00%;Full;;['100% Tempranillo / Tinto Fino']
1796;Benjamin de Rothschild & Vega Sicilia, Macán, Rioja, 2016;Benjamin de Rothschild & Vega Sicilia;Macán;2016;Still;Red;Spain;Northern Spain;Rioja;Dry;Natural Cork;14.50%;Full;Oaked;['100% Tempranillo / Tinto Fino']
1797;Benjamin de Rothschild & Vega Sicilia, Macán, Rioja, 2015;Benjamin de Rothschild & Vega Sicilia;Macán;2015;Still;Red;Spain;Northern Spain;Rioja;Dry;Natural Cork;14.50%;Full;Oaked;['100% Tempranillo / Tinto Fino']
1798;Benjamin de Rothschild & Vega Sicilia, Macán, Rioja, 2014;Benjamin de Rothschild & Vega Sicilia;Macán;2014;Still;Red;Spain;Northern Spain;Rioja;Dry;Natural Cork;14.50%;Full;Oaked;['100% Tempranillo / Tinto Fino']
1799;Benjamin de Rothschild & Vega Sicilia, Macán, Rioja, 2012;Benjamin de Rothschild & Vega Sicilia;Macán;2012;Still;Red;Spain;Northern Spain;Rioja;Dry;Natural Cork;14.00%;Full;Oaked;['100% Tempranillo / Tinto Fino']
1800;Benjamin de Rothschild & Vega Sicilia, Macán, Rioja, 2013;Benjamin de Rothschild & Vega Sicilia;Macán;2013;Still;Red;Spain;Northern Spain;Rioja;Dry;Natural Cork;14.00%;Full;Oaked;['100% Tempranillo / Tinto Fino']
1801;Benjamin de Rothschild & Vega Sicilia, Macán, Rioja, 2010;Benjamin de Rothschild & Vega Sicilia;Macán;2010;Still;Red;Spain;Northern Spain;Rioja;Dry;Natural Cork;14.50%;Full;Oaked;['100% Tempranillo / Tinto Fino']
1802;Benjamin de Rothschild & Vega Sicilia, Macán, Rioja, 2011;Benjamin de Rothschild & Vega Sicilia;Macán;2011;Still;Red;Spain;Northern Spain;Rioja;Dry;Natural Cork;14.50%;Full;Oaked;['100% Tempranillo / Tinto Fino']
