;Title;Producer;Brand;Vintage;Wine Type;Colour;Country;Region;Appellation;Sweetness;Closure;Alcohol;Body;Oak;Grapes
421;Mas Doix, Coma de Casas, Priorat 2020;Mas Doix;Coma de Casas;2020;Still;Red;Spain;Priorat;;Dry;Cork;14.50%;Full;Oaked;['100% Grenache / Garnacha']
422;Mas Doix, 1903 Centenary Grenache, Priorat 2018;Mas Doix;1903 Centenary Grenache;2018;Still;Red;Spain;Priorat;;Dry;Cork;15.00%;Full;Oaked;['100% Grenache / Garnacha']
423;Mas Doix, 1903 Centenary Grenache, Priorat 2015;Mas Doix;1903 Centenary Grenache;2015;Still;Red;Spain;Priorat;;Dry;Cork;15.00%;Full;Oaked;['100% Grenache / Garnacha']
424;Mas Doix, 1903 Centenary Grenache, Priorat 2017;Mas Doix;1903 Centenary Grenache;2017;Still;Red;Spain;Priorat;;Dry;Cork;15.00%;Full;Oaked;['100% Grenache / Garnacha']
425;Mas Doix, Tossal d'en Bou Gran Vinya Classificada, Priorat 2021;Mas Doix;Tossal d'en Bou Gran Vinya Classificada;2021;Still;Red;Spain;Priorat;;Dry;Cork;14.50%;Full;Oaked;['100% Carignan / Cariñena']
426;Mas Doix, 1902 Centenary Carignan, Priorat 2018;Mas Doix;1902 Centenary Carignan;2018;Still;Red;Spain;Priorat;;Dry;Cork;15.00%;Full;Oaked;['100% Carignan / Cariñena']
427;Mas Doix, 1902 Centenary Carignan, Priorat 2010;Mas Doix;1902 Centenary Carignan;2010;Still;Red;Spain;Priorat;;Dry;Cork;14.00%;Full;Oaked;['100% Carignan / Cariñena']
428;Mas Doix, 1902 Centenary Carignan, Priorat 2013;Mas Doix;1902 Centenary Carignan;2013;Still;Red;Spain;Priorat;;Dry;Cork;15.00%;Full;Oaked;['100% Carignan / Cariñena']
429;Mas Doix, 1902 Centenary Carignan, Priorat 2005;Mas Doix;1902 Centenary Carignan;2005;Still;Red;Spain;Priorat;;Dry;Cork;15.00%;Full;Oaked;['100% Carignan / Cariñena']
430;Mas Doix, 1902 Centenary Carignan, Priorat 2006;Mas Doix;1902 Centenary Carignan;2006;Still;Red;Spain;Priorat;;Dry;Cork;15.00%;Full;Oaked;['100% Carignan / Cariñena']
431;Álvaro Palacios, Las Lamas, Bierzo, Spain, 2015;Álvaro Palacios;Las Lamas;2015;;Red;Spain;Bierzo;;;;14.00%;;;['Mencía']
432;Sanchèz Ramate, The Society's Fino, Jerez;Sanchèz Ramate;The Society's Fino;;Fortified;White;Spain;Jerez;;Dry;Screwcap;15.00%;Light;;['100% Palomino']
433;Astobiza, Txacolí de Alava 2021;Astobiza;;2021;Still;White;Spain;Northern Spain;Txakolí;Dry;Natural Cork;12.50%;Light;Unoaked;['100% Hondarrabi Zuri']
434;Tio Pepe, Fino En Rama (2022 bottling), Jerez;Tio Pepe;Fino En Rama (2022 bottling);;Fortified;White;Spain;Jerez;;Dry;Cork;15.00%;Medium;Unoaked;['100% Palomino']
435;Còsmic Vinyaters, Fades del Granit, Catalonia, Spain 2021;Còsmic Vinyaters;Fades del Granit;2021;Sparkling;Rosé;Spain;Catalonia;;Dry;Crown Cap;11.00%;Medium;;['60% Grenache / Garnacha', '30% Carignan Blanc', '10% Carignan Gris']
436;V de Viña, Organic Monastrell Rosado, Murcia, Spain 2021;V de Viña;Organic Monastrell Rosado;2021;Still;Rosé;Spain;Murcia;;Dry;Screwcap;12.50%;Light;;['100% Monastrell']
437;Bodegas y Viñedos Tobelos, Los Quiñones, Rioja (Viñedo Singular), 2019;Bodegas y Viñedos Tobelos;Los Quiñones VS;2019;Still;White;Spain;Rioja;Rioja;Dry;Cork;13.00%;Full;Lightly Oaked;['100% Viura']
438;Finca La Emperatriz, Blanco, Rioja (Viñedo Singular), 2017;Finca La Emperatriz;Viñedo Singular Blanco;2017;Still;White;Spain;Rioja;Rioja;Dry;Cork;13.50%;Full;Lightly Oaked;['100% Viura']
439;Bodegas Amézola de la Mora, Iñigo Amézola Blanco, Rioja Reserva, 2012;Bodegas Amézola de la Mora;Iñigo Amézola Blanco;2012;Still;White;Spain;Rioja;Rioja;Dry;Cork;14.00%;Full;Oaked;['100% Viura']
440;Bodegas Bhilar, Struggling Vines Carrakripán, Rioja, 2018;Bodegas Bhilar;Struggling Vines Carrakripán;2018;Still;White;Spain;Rioja;Rioja;Dry;Cork;13.00%;Full;Lightly Oaked;['6% Malvasia', '90% Viura', '4% Garnacha Blanca']
441;Adrián Moreno Llorente, Rulei Viña Barracallo Renques de Chenin, Rioja, 2018;Adrián Moreno Llorente;Rulei Viña Barracallo Renques de Chenin;2018;Still;White;Spain;Rioja;Rioja;Dry;Cork;14.30%;Full;Oaked;['100% Chenin Blanc']
442;Roda, Roda I Blanco, Rioja, 2019;Roda;Roda I Blanco;2019;Still;White;Spain;Rioja;Rioja;Dry;Cork;14.00%;Full;Oaked;['Malvasia', '95% Viura', 'Garnacha Blanca']
443;Bodegas Palacios Remondo, Plácet de Valtomelloso, Rioja, 2021;Bodegas Palacios Remondo;Plácet de Valtomelloso;2021;Still;White;Spain;Rioja;Rioja;Dry;Cork;13.50%;Full;Lightly Oaked;['100% Viura']
444;Viñas Leizaola El Sacramento, Paloma de Sacramento, Rioja, 2020;Viñas Leizaola El Sacramento;Paloma de Sacramento;2020;Still;White;Spain;Rioja;Rioja;Dry;Cork;14.00%;Medium;Lightly Oaked;['15% Malvasia', '72% Viura', '13% Garnacha Blanca']
445;Remírez de Ganuza, Olagar, Rioja Gran Reserva, 2014;Remírez de Ganuza;Olagar;2014;Still;White;Spain;Rioja;Rioja;Dry;Cork;13.50%;Full;Oaked;['100% Viura']
446;Finca Allende, Mártires, Rioja, 2020;Finca Allende;Mártires;2020;Still;White;Spain;Rioja;Rioja;Dry;Cork;14.50%;Full;Oaked;['100% Viura']
447;Bodegas Muga, Flor de Muga Blanco, Rioja, 2018;Bodegas Muga;Flor de Muga Blanco;2018;Still;White;Spain;Rioja;Rioja;Dry;Cork;13.50%;Full;Lightly Oaked;['90% Viura', '5% Maturana Blanca', '5% Garnacha Blanca']
448;Marques de Murrieta, Capellanía, Rioja, 2017;Marques de Murrieta;Capellanía;2017;Still;White;Spain;Rioja;Rioja;Dry;Cork;14.00%;Full;Oaked;['100% Viura']
449;Dominio de Queirón, Ensayos Capitales 2 Lágrima en Tinaja, Rioja, 2019;Dominio de Queirón;Ensayos Capitales 2 Lágrima en Tinaja;2019;Still;White;Spain;Rioja;Rioja;Dry;Cork;12.50%;Full;Unoaked;['100% Tempranillo Blanco']
450;Bodegas Vinicola Real, 200 Monges, Rioja Gran Reserva, 2009;Bodegas Vinicola Real;200 Monges;2009;Still;White;Spain;Rioja;Rioja;Dry;Cork;13.00%;Full;Oaked;['100% Viura']
451;Bodegas Martínez Lacuesta, Blanco, Rioja Gran Reserva, 2014;Bodegas Martínez Lacuesta;Blanco;2014;Still;White;Spain;Rioja;Rioja;Dry;Cork;12.50%;Medium;Oaked;['100% Viura']
452;Castillo de Cuzcurrita, Blanca del Castillo, Rioja, 2019;Castillo de Cuzcurrita;Blanca del Castillo;2019;Still;White;Spain;Rioja;Rioja;Dry;Cork;13.00%;Full;Oaked;['100% Viura']
453;Bodegas Pujanza, Añadas Frías, Rioja, 2019;Bodegas Pujanza;Añadas Frías;2019;Still;White;Spain;Rioja;Rioja;Dry;Cork;13.00%;Full;Oaked;['100% Viura']
454;Bodegas Pujanza, Añadas Frías, Rioja, 2019;Bodegas Pujanza;Añadas Frías;2019;Still;White;Spain;Rioja;Rioja;Dry;Cork;13.00%;Full;Oaked;['100% Viura']
455;Eylo, Rueda, Galicia, Spain, 2020;Eylo;;2020;Still;White;Spain;Galicia;Rueda;Dry;;13.50%;;;['100% Verdejo']
456;Vallformosa, Fest Organic Cava Brut, Penedès, Spain NV;Vallformosa;Fest Organic Cava Brut NV;;Sparkling;White;Spain;Penedès;;Brut;Natural Cork;11.50%;;;['30% Macabeo', '30% Parellada', '40% Xarel-lo']
457;Felix Solis Avantis, The Guv'nor Sparkling, Spain NV;Felix Solis Avantis;The Guv'nor Sparkling NV;;Sparkling;White;Spain;;;Extra Dry;Natural Cork;12.00%;;;['55% Chardonnay', '45% Viura']
458;Finca Fella, Cala Rey Blanco, Vino de la Tierra de Castilla, Castilla-La-Mancha, Spain 2020;Finca Fella;Cala Rey Blanco;2020;Still;White;Spain;Castilla-La Mancha;Vino de la Tierra de Castilla;Dry;;12.00%;Medium;;['40% Sauvignon Blanc', '60% Verdejo']
459;Tesco, Finest Viña del Cura Gran Reserva, Rioja, Spain 2015;Tesco;Finest Viña del Cura Gran Reserva;2015;Still;Red;Spain;Rioja;;Dry;Cork;13.50%;Medium;;['10% Graciano', '90% Tempranillo']
460;Paco & Lola, Albariño, Rías Baixas, Galicia, Spain, 2021;Paco & Lola;Albariño;2021;Still;White;Spain;Galicia;Rías Baixas;Dry;Screwcap;13.00%;Medium;;['100% Albariño']
461;Tesco, Finest Viñas del Rey Albariño, Rías Baixas, Spain 2021;Tesco;Finest Viñas del Rey Albariño;2021;Still;White;;;;;;;;;
462;Tesco, Finest Ribera del Duero, Castilla y Léon, Spain, 2019;Tesco;Finest Ribera del Duero;2019;Still;Red;Spain;Castilla y Léon;;Dry;Cork;14.50%;;Oaked;['100% Tempranillo']
463;Bodegas Hidalgo, La Gitana, Jerez, Spain NV;Bodegas Hidalgo;La Gitana;;Still;White;Spain;Jerez;;Dry;Cork;15.00%;;;['100% Palomino']
464;Venus La Universal, Dido La Solució Rosa, Montsant, Spain 2019;Venus La Universal;Dido La Solució Rosa;2019;Still;Rosé;Spain;Montsant;;Dry;Cork;;Medium;;['Grenache / Garnacha', 'Macabeo', 'Carignan / Cariñena']
465;Waitrose, No1 Cava Castillo Perelada, Penedès, Spain, 2018;Waitrose;No1 Cava Castillo Perelada;2018;Sparkling;White;Spain;Penedès;;Brut;Cork;11.50%;;;['20% Macabeo', '50% Parellada', '30% Xarel-lo']
466;Baron de Ley, Club Privado Reserva, Rioja, Spain, 2017;Baron de Ley;Club Privado Reserva;2017;Still;Red;Spain;Rioja;;Dry;Cork;14.50%;;;['100% Tempranillo']
467;Viña Nava, Garnacha Rosé, Navarra, Navarra, 2020;Viña Nava;Garnacha Rosé;2020;Still;Rosé;Spain;Navarra;Navarra;Dry;Cork;13.50%;Medium;;['Grenache / Garnacha']
468;Celler Alimara, Llumí Rosat, Terra Alta, Catalonia 2020;Celler Alimara;Llumí Rosat;2020;Still;Rosé;Spain;Catalonia;Terra Alta;Dry;Cork;13.50%;Medium;Unoaked;['100% Grenache / Garnacha']
469;Cume do Avia, Ni Rosado Ni Clarete Rosete, Ribeiro 2019;Cume do Avia;Ni Rosado Ni Clarete Rosete;2019;Still;Rosé;Spain;Ribeiro;Ribeiro;Dry;Cork;10.00%;Medium;;['Caíño Longo', 'Mencía', 'Carabuñeira']
470;Señorío de Sarría, Viñedo No5 Rosado, Navarra 2021;Señorío de Sarría;Viñedo No5 Rosado;2021;Still;Rosé;Spain;Navarra;Navarra;Dry;Cork;14.00%;Medium;Unoaked;['100% Grenache / Garnacha']
471;Valdesil, Sobre Lías Godello, Valdeorras, Spain, 2020;Valdesil;Sobre Lías Godello;2020;Still;White;Spain;Valdeorras;;Dry;Cork;13.50%;Medium;;['100% Godello']
472;Pazos del Rey, Pazo de Monterrey Godello, Monterrei, Spain 2020;Pazos del Rey;Pazo de Monterrey Godello;2020;Still;White;Spain;Monterrei;;Dry;Cork;13.50%;Medium;;['100% Godello']
473;A Telleira, Godello, Ribeiro, Spain, 2020;A Telleira;Godello;2020;Still;White;Spain;Ribeiro;;Dry;Cork;13.00%;Medium;;['100% Godello']
474;Xosé Lois Sebio, Máis Alá Godello, Valdeorras, Spain, 2019;Xosé Lois Sebio;Máis Alá Godello;2019;Still;White;Spain;Valdeorras;;Dry;Cork;14.00%;Medium;;['100% Godello']
475;Viña Costeira, Tamborá Godello, Ribeiro, Spain, 2020;Viña Costeira;Tamborá Godello;2020;Still;White;Spain;Ribeiro;;Dry;Cork;13.00%;Medium;;['100% Godello']
476;Pago de los Capellanes, O Luar do Sil Godello, Valdeorras, Spain 2020;Pago de los Capellanes;O Luar do Sil Godello;2020;Still;White;Spain;Valdeorras;;Dry;Vino-lok;14.00%;Medium;;['100% Godello']
477;Valdesil, O Chao Godello, Valdeorras, Spain, 2019;Valdesil;O Chao Godello;2019;Still;White;Spain;Valdeorras;;;;;;;
478;Pago de los Capellanes, O Luar do Sil Vides de Córgomo Godello, Valdeorras, Spain 2019;Pago de los Capellanes;O Luar do Sil Vides de Córgomo Godello;2019;Still;White;Spain;Valdeorras;;Dry;Cork;14.00%;Medium;;['100% Godello']
479;Rafael Palacios, Louro Godello, Valdeorras, Spain, 2020;Rafael Palacios;Louro Godello;2020;Still;White;Spain;Valdeorras;;Dry;Cork;14.00%;Medium;;['100% Godello']
480;Gancedo, Vino de Altura Godello, Bierzo, Spain, 2020;Gancedo;Vino de Altura Godello;2020;Still;White;Spain;Bierzo;;Dry;Cork;13.50%;Medium;;['100% Godello']
481;Rafael Palacios, Sorte o Soro Val do Bibei Godello, Valdeorras, Spain 2020;Rafael Palacios;Sorte o Soro Val do Bibei Godello;2020;Still;White;Spain;Valdeorras;;Dry;Cork;14.00%;Medium;;['100% Godello']
482;Emilio Moro, Polvorete Godello, Bierzo, Spain, 2020;Emilio Moro;Polvorete Godello;2020;Still;White;Spain;Bierzo;;Dry;Cork;13.50%;Medium;;['100% Godello']
483;Valdesil, Pezas da Portela Godello, Valdeorras, Spain, 2019;Valdesil;Pezas da Portela Godello;2019;Still;White;Spain;Valdeorras;;Dry;Cork;13.50%;Medium;;['100% Godello']
484;Madai, Sobre Lías Godello, Bierzo, Spain, 2020;Madai;Sobre Lías Godello;2020;Still;White;Spain;Bierzo;;Dry;Cork;13.00%;Medium;;['100% Godello']
485;Mar de Envero, Volandia Godello, Ribeira Sacra, Spain, 2019;Mar de Envero;Volandia Godello;2019;Still;White;Spain;Ribeira Sacra;;Dry;Cork;13.00%;Medium;;['100% Godello']
486;Finca os Cobatos, Godello, Monterrei, Spain, 2020;Finca os Cobatos;Godello;2020;Still;White;Spain;Monterrei;;Dry;Screwcap;13.00%;Medium;;['100% Godello']
487;Emilio Moro, La Revelía Godello, Bierzo, Spain, 2019;Emilio Moro;La Revelía Godello;2019;Still;White;Spain;Bierzo;;Dry;Cork;13.80%;Medium;;['100% Godello']
488;Bodega del Abad, San Salvador Godello, Bierzo, Spain, 2018;Bodega del Abad;San Salvador Godello;2018;Still;White;Spain;Bierzo;;Dry;Cork;13.50%;Medium;;['100% Godello']
489;Viña Somoza, Neno Godello, Valdeorras, Spain, 2019;Viña Somoza;Neno Godello;2019;Still;White;Spain;Valdeorras;;Dry;Cork;13.50%;Medium;;['100% Godello']
490;Godeval, Re.vi.val Godello, Valdeorras, Spain, 2020;Godeval;Re.vi.val Godello;2020;Still;White;Spain;Valdeorras;;Dry;Cork;13.50%;Medium;;['100% Godello']
491;Pago de los Capellanes, O Luar do Sil Sobre Lías Godello, Valdeorras, Spain, 2020;Pago de los Capellanes;O Luar do Sil Sobre Lías Godello;2020;Still;White;Spain;Valdeorras;;Dry;Cork;14.00%;Medium;;['100% Godello']
492;Godeval, Godello, Valdeorras, Spain, 2021;Godeval;Godello;2021;Still;White;Spain;Valdeorras;;Dry;Cork;13.50%;Medium;;['100% Godello']
493;Telmo Rodriguez, Gaba do Xil Godello, Valdeorras, 2019;Telmo Rodriguez;Gaba do Xil Godello;2019;Still;White;Spain;Valdeorras;;Dry;Cork;13.00%;Medium;;['100% Godello']
494;Emilio Moro, El Zarzal Godello, Bierzo, Spain, 2019;Emilio Moro;El Zarzal Godello;2019;Still;White;Spain;Bierzo;;Dry;Cork;13.00%;Medium;;['100% Godello']
495;Godeval, Cepas Vellas Godello, Valdeorras, Spain, 2020;Godeval;Cepas Vellas Godello;2020;Still;White;Spain;Valdeorras;;Dry;Cork;13.50%;Medium;;['100% Godello']
496;Mar de Frades, Atlántico Godello, Rías Baixas, Spain, 2019;Mar de Frades;Atlántico Godello;2019;Still;White;Spain;Rías Baixas;;Dry;Cork;13.00%;Medium;;['100% Godello']
497;Valdesil, Asadoira Sobre Lías Godello, Valdeorras, Spain 2019;Valdesil;Asadoira Sobre Lías Godello;2019;Still;White;Spain;Valdeorras;;Dry;Cork;13.50%;Medium;;['100% Godello']
498;Rafael Palacios, As Sortes Val do Bibei Godello, Valdeorras, Spain 2020;Rafael Palacios;As Sortes Val do Bibei Godello;2020;Still;White;Spain;Valdeorras;;Dry;Cork;14.00%;Medium;;['100% Godello']
499;Alma Das Donas, Almalarga Godello, Ribeira Sacra, 2020;Alma Das Donas;Almalarga Godello;2020;Still;White;Spain;Ribeira Sacra;;Dry;Cork;12.50%;Medium;;['100% Godello']
500;Adegas Terrae, Agoreira Godello, Valdeorras, Spain, 2020;Adegas Terrae;Agoreira Godello;2020;Still;White;Spain;Valdeorras;;Dry;Cork;13.50%;Medium;;['100% Godello']
501;Bodega del Abad, Abad Dom Bueno Godello, Bierzo, Spain, 2020;Bodega del Abad;Abad Dom Bueno Godello;2020;Still;White;Spain;Bierzo;;Dry;Cork;13.50%;Medium;;['100% Godello']
502;Godeval, 1986 Godello, Valdeorras, Spain, 2018;Godeval;1986 Godello;2018;Still;White;Spain;Valdeorras;;Dry;Cork;13.50%;Medium;;['100% Godello']
503;Raúl Pérez, Ultreia Godello, Bierzo, Spain, 2019;Raúl Pérez;Ultreia Godello;2019;Still;White;Spain;Bierzo;;Dry;Natural Cork;13.00%;Medium;Lightly Oaked;['100% Godello']
504;LaFou, de Batea, Terra Alta, Spain, 2015;LaFou;de Batea;2015;Still;Red;Spain;Terra Alta;;Dry;Cork;14.50%;Medium;Lightly Oaked;['85% Grenache / Garnacha', '15% Carignan / Cariñena']
505;Raimat, Turons de Vallcorba, Costers del Segre, Spain, 2015;Raimat;Turons de Vallcorba;2015;Still;Red;Spain;Costers del Segre;;Dry;Cork;13.50%;Medium;Oaked;['100% Cabernet Sauvignon']
506;Altavins, Selecció Garnatxa Blanca, Terra Alta, Spain, 2015;Altavins;Selecció Garnatxa Blanca;2015;Still;White;Spain;Terra Alta;;Dry;Cork;14.00%;Medium;Lightly Oaked;['100% Grenache Blanc / Garnacha Blanca']
507;Jean Leon, 3055 Rosé, Penedès, Spain, 2019;Jean Leon;3055 Rosé;2019;Still;Rosé;Spain;Penedès;;Dry;Screwcap;12.00%;Light;Unoaked;['100% Pinot Noir / Pinot Nero']
508;Morrisons, The Best Albariño, Rías Baixas, Spain 2021;Morrisons;The Best Albariño;2021;Still;White;Spain;Rías Baixas;;Dry;Screwcap;12.50%;Medium;;['100% Albariño']
509;RAR, Vins Singulars Esséncia, Priorat, Catalonia, 2018;RAR;Vins Singulars Esséncia;2018;Still;Red;Spain;Catalonia;Priorat;Dry;Cork;14.00%;Full;Lightly Oaked;['80% Grenache / Garnacha', '5% Syrah / Shiraz', '15% Carignan / Cariñena']
510;L'Enclòs de Peralba, Tres Feixes, Catalonia, 2019;L'Enclòs de Peralba;Tres Feixes;2019;Still;White;Spain;Catalonia;;Dry;Cork;12.00%;Medium;Lightly Oaked;['100% Garnacha Blanca']
511;Viña Zorzal, Señora de las Alturas, Navarra, 2019;Viña Zorzal;Señora de las Alturas;2019;Still;Red;Spain;;;;;;;;
512;Edetària, Selecció Vinyes Velles, Terra Alta, Catalonia, 2018;Edetària;Selecció Vinyes Velles;2018;Still;White;Spain;Catalonia;Terra Alta;Dry;Cork;14.00%;Full;Lightly Oaked;['100% Garnacha Blanca']
513;Cuevas de Arom, Os Cantals, Campo de Borja, Aragón, 2018;Cuevas de Arom;Os Cantals;2018;Still;Red;Spain;Aragón;Campo de Borja;Dry;Cork;14.20%;Medium;Oaked;['100% Grenache / Garnacha']
514;Mas Doix, Les Crestes, Priorat, Catalonia, 2020;Mas Doix;Les Crestes;2020;Still;Red;Spain;Catalonia;Priorat;Dry;Cork;15.00%;Full;Lightly Oaked;['80% Grenache / Garnacha', '10% Syrah / Shiraz', '10% Carignan / Cariñena']
515;Daniel Landi, Las Uvas de la Ira, Méntrida, Castilla-La Mancha, 2020;Daniel Landi;Las Uvas de la Ira;2020;Still;Red;Spain;Castilla-La Mancha;Méntrida;Dry;Cork;15.00%;Medium;Oaked;['100% Grenache / Garnacha']
516;Gil Pejenaute Viticultor, Las Paradas Tabuenca, Campo de Borja, Aragón, 2019;Gil Pejenaute Viticultor;Las Paradas Tabuenca;2019;Still;Red;Spain;Aragón;Campo de Borja;Dry;Cork;14.60%;Full;Oaked;['100% Grenache / Garnacha']
517;Chivite, Las Fincas Blanco 2 Garnachas, Vino de la Tierra 3 Riberas, Navarra, 2019;Chivite;Las Fincas Blanco 2 Garnachas;2019;Still;White;Spain;Navarra;Vino de la Tierra 3 Riberas;Dry;Cork;13.50%;Medium;Unoaked;['51% Grenache / Garnacha', '49% Garnacha Blanca']
518;Arrayán, La Suerte de Arrayan, Méntrida, Castilla-La Mancha, 2017;Arrayán;La Suerte de Arrayan;2017;Still;Red;Spain;Castilla-La Mancha;Méntrida;Dry;Cork;15.00%;Full;Oaked;['100% Grenache / Garnacha']
519;Sotomanrique, La Cruz Verde, Cebreros, Castilla y Léon, 2017;Sotomanrique;La Cruz Verde;2017;Still;Red;Spain;;;;;;;;
520;Joan d'Anguera, Finca l'Argatà, Montsant, Catalonia, 2018;Joan d'Anguera;Finca l'Argatà;2018;Still;Red;Spain;Catalonia;Montsant;Dry;Cork;14.00%;Full;Oaked;['100% Grenache / Garnacha']
521;Jorge Navascués Enologia, Cutio Garnacha-Cariñena, Cariñena, Aragón, 2019;Jorge Navascués Enologia;Cutio Garnacha-Cariñena;2019;Still;Red;Spain;Aragón;Cariñena;Dry;Cork;14.50%;Medium;Lightly Oaked;['90% Grenache / Garnacha', '10% Carignan / Cariñena']
522;Lagravera, Ciclic, Serra Llarga, Catalonia, 2018;Lagravera;Ciclic, Serra Llarga;2018;Still;White;Spain;Catalonia;;Dry;Cork;14.00%;Medium;Lightly Oaked;['100% Garnacha Blanca']
523;Juan Carlos Sancha, Cerro la Isa Viñedo Singular, Rioja, 2018;Juan Carlos Sancha;Cerro la Isa Viñedo Singular;2018;Still;Red;Spain;Rioja;Rioja;Dry;Cork;14.50%;Full;Oaked;['100% Grenache / Garnacha']
524;Virgen de la Sierra, Albada Finca Santos, Calatayud, Aragón, 2019;Virgen de la Sierra;Albada Finca Santos;2019;Still;Red;Spain;Aragón;Calatayud;Dry;Cork;15.00%;Full;Oaked;['92% Grenache / Garnacha', 'Grenache Blanc / Garnacha Blanca', 'Monastrell']
525;Bodegas Tamerán, Vijariego Blanco, Gran Canaria, Spain, 2020;Bodegas Tamerán;Vijariego Blanco;2020;Still;White;Spain;Gran Canaria;;Dry;Natural Cork;11.50%;Medium;;['100% Vijariego Blanco']
526;Bodegas Tamerán, Verdello, Gran Canaria, Spain, 2020;Bodegas Tamerán;Verdello;2020;Still;White;Spain;Gran Canaria;;Dry;Natural Cork;12.00%;Full;;['100% Verdello']
527;Bodegas Tamerán, Malvasía Volcánica, Gran Canaria, Spain, 2020;Bodegas Tamerán;Marmajuelo;2020;Still;White;Spain;Gran Canaria;;Dry;Natural Cork;13.00%;Medium;;['100% Marmajuelo  ']
528;Bodegas Tamerán, Baboso Blanco, Gran Canaria, Spain, 2020;Bodegas Tamerán;Baboso Blanco;2020;Still;White;Spain;Gran Canaria;;Dry;Natural Cork;12.00%;Full;;['100% Baboso Blanco']
529;Raúl Pérez, Ultreia La Claudina, Bierzo, Spain, 2019;Raúl Pérez;Ultreia La Claudina;2019;Still;White;Spain;Bierzo;;Dry;Natural Cork;13.00%;Medium;Lightly Oaked;['100% Godello']
530;Raúl Pérez, Castro Candaz Finca el Curvado, Bierzo, Spain 2018;Raúl Pérez;Castro Candaz Finca el Curvado;2018;Still;Red;Spain;Ribeira Sacra;;Dry;Natural Cork;13.00%;Medium;Lightly Oaked;['95% Mencía']
531;Raúl Pérez, Sketch, Rías Baixas, Spain, 2018;Raúl Pérez;Sketch;2018;Still;White;Spain;Rías Baixas;;Dry;Natural Cork;13.50%;Medium;Lightly Oaked;['100% Albariño']
532;Raúl Pérez, La Penitencia, Ribeira Sacra, Spain, 2018;Raúl Pérez;La Penitencia;2018;Still;Red;Spain;Ribeira Sacra;;Dry;Natural Cork;13.50%;Medium;Lightly Oaked;['85% Mencía']
533;Raúl Pérez, Las Gundiñas La Vizcaína de Vinos, Bierzo, Spain 2017;Raúl Pérez;Las Gundiñas La Vizcaína de Vinos;2017;Still;Red;Spain;Bierzo;;Dry;Natural Cork;13.50%;Medium;Lightly Oaked;['100% Mencía']
534;Raúl Pérez, La Vitoriana La Vizcaína de Vinos, Bierzo, Spain 2017;Raúl Pérez;La Vitoriana La Vizcaína de Vinos;2017;Still;Red;Spain;Bierzo;;Dry;Natural Cork;13.50%;Medium;Lightly Oaked;['100% Mencía']
535;Raúl Pérez, La del Vivo, Bierzo, Spain, 2019;Raúl Pérez;La del Vivo;2019;Still;White;Spain;Bierzo;;;;;;;
536;Raúl Pérez, La Poulosa La Vizcaína de Vinos, Bierzo, Spain 2018;Raúl Pérez;La Poulosa La Vizcaína de Vinos;2018;Still;Red;Spain;Bierzo;;Dry;Natural Cork;13.50%;Medium;Lightly Oaked;['100% Mencía']
537;Raúl Pérez, El Rapolao La Vizcaína de Vinos, Bierzo, Spain 2018;Raúl Pérez;El Rapolao La Vizcaína de Vinos;2018;Still;Red;Spain;Bierzo;;Dry;Natural Cork;13.50%;Medium;Lightly Oaked;['100% Mencía']
538;Raúl Pérez, Ultreia Saint James's, Bierzo, Spain, 2020;Raúl Pérez;Ultreia Saint James's;2020;Still;Red;Spain;Bierzo;;Dry;Natural Cork;13.50%;Medium;Lightly Oaked;['100% Mencía']
539;Celler Credo, VI-D-RE, Penedès, Spain, 2020;Celler Credo;VI-D-RE;2020;Still;White;Spain;Penedès;;Dry;Cork;12.00%;Medium;;['100% Xarel-lo']
540;Vins El Cep, Claror Gran Reserva Paratge Qualificat Can;Vins El Cep;Claror Gran Reserva Paratge Qualificat Can Prats;2012;Sparkling;White;Spain;Penedès;Cava de Paraje Calificado;Dry;Cork;12.00%;Medium;;['Xarel-lo']
541;Artuke, Maceración Carbónica, Rioja, Northern Spain, 2018;Artuke;Maceración Carbónica;2018;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;13.50%;Medium;;['Tempranillo / Tinto Fino']
542;CVNE, Real de Asua, Rioja, Spain, 2016;CVNE;Real de Asua;2016;Still;Red;Spain;Rioja;;Dry;Cork;14.50%;Full;Oaked;['100% Tempranillo']
543;CVNE, Real de Asua, Rioja, Spain, 2018;CVNE;Real de Asua;2018;Still;Red;Spain;Rioja;;Dry;Cork;14.00%;Full;Oaked;['100% Tempranillo']
544;Gomez Cruzado, Vina Motulleri, Rioja, Spain, 2011;Gomez Cruzado;Vina Motulleri;2011;Still;White;Spain;Rioja;;Dry;Cork;;Full;Oaked;['25% Grenache / Garnacha', '5% Viura', '70% Tempranillo']
545;Roda, RODA I Blanco, Rioja, Spain, 2019;Roda;RODA I Blanco;2019;Still;White;Spain;Rioja;;Dry;Cork;;Full;Lightly Oaked;['Grenache Blanc / Garnacha Blanca', 'Malvasia', 'Viura']
546;Baron Amarillo, Albariño, Rías Baixas, Spain 2020;Baron Amarillo;Albariño;2020;Still;White;Spain;Rías Baixas;;Dry;Screwcap;12.50%;Medium;;['100% Albariño']
547;Gancedo, Capricho, Bierzo, Spain, 2020;Gancedo;Capricho;2020;Still;White;Spain;Bierzo;;Dry;Natural Cork;13.50%;;Unoaked;['85% Godello', '15% Doña Blanca']
