;Title;Producer;Vintage;Wine Type;Colour;Country;Region;Appellation;Sweetness;Alcohol;Oak;Grapes;Brand;Closure;Body
1001;Fratelli Alessandria, Gramolere, Monforte d’Alba, Barolo, Piedmont, 2019;Fratelli Alessandria;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Gramolere;Cork;Full
1002;GB Burlotto, Acclivi, Verduno, Barolo, Piedmont, 2018;GB Burlotto;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Acclivi;Cork;Full
1003;Giacomo Fenocchio, Villero, Castiglione Falletto, Barolo, Piedmont, 2019;Giacomo Fenocchio;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Villero;Cork;Full
1004;Mauro Molino, Conca, La Morra, Barolo, Piedmont, 2018;Mauro Molino;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Conca;Cork;Full
1005;Mauro Molino, Gallinotto, Barolo, Piedmont, 2018;Mauro Molino;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Gallinotto;Cork;Full
1006;Roberto Voerzio, Cerequio, Barolo, Piedmont, 2018;Roberto Voerzio;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Cerequio;Cork;Full
1007;Poderi Ruggeri Corsini, Bussia, Monforte d’Alba, Barolo, Piedmont, 2018;Poderi Ruggeri Corsini;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Bussia;Cork;Full
1008;Alberto Ballarin, Bricco Rocca, La Morra, Barolo, Piedmont, 2018;Alberto Ballarin;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Bricco Rocca;Cork;Full
1009;Aurelio Settimo, Rocche dell'Annunziata, La Morra, Barolo, Piedmont, 2018;Aurelio Settimo;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Rocche dell'Annunziata;Cork;Full
1010;Barale, Bussia, Monforte d’Alba, Barolo, Piedmont, 2018;Barale;2018;Still;Red;Italy;Piedmont;;;;;;Bussia;;
1011;Boroli, Cerequio, Barolo, Piedmont, 2018;Boroli;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['Nebbiolo'];Cerequio;Cork;Full
1012;Gagliasso, Rocche dell'Annunziata, La Morra, Barolo, Piedmont, 2018;Gagliasso;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Rocche dell'Annunziata;Cork;Full
1013;Bovio, Gattera, La Morra, Barolo, Piedmont, 2018;Bovio;2018;Still;Red;Italy;Piedmont;Barolo;Dry;15.00%;Oaked;['Nebbiolo'];Gattera;Cork;Full
1014;Giacomo Fenocchio, Bussia, Monforte d’Alba, Barolo, Piedmont, 2018;Giacomo Fenocchio;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Bussia;Cork;Full
1015;Marchesi di Barolo, Barolo, Piedmont, 2018;Marchesi di Barolo;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['Nebbiolo'];;Cork;Full
1016;Marco Marengo, Brunate, Barolo, Piedmont, 2018;Marco Marengo;2018;Still;Red;Italy;Piedmont;Barolo;Dry;15.00%;Oaked;['Nebbiolo'];Brunate;Cork;Full
1017;Mauro Veglio, Gattera, La Morra, Barolo, Piedmont, 2018;Mauro Veglio;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Gattera;Cork;Full
1018;Monchiero, Rocche di Castiglione, Castiglione Falletto, Barolo, Piedmont, 2018;Monchiero;2018;Still;Red;Italy;Piedmont;Barolo;Dry;15.00%;Oaked;['Nebbiolo'];Rocche di Castiglione;Cork;Full
1019;Parusso, Mosconi, Monforte d’Alba, Barolo, Piedmont, 2018;Parusso;2018;Still;Red;Italy;Piedmont;Barolo;Dry;15.00%;Oaked;['Nebbiolo'];Mosconi;Cork;Full
1020;Amalía, Bussia Vigneto Fantini, Monforte d’Alba, Barolo, Piedmont, 2018;Amalía;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Bussia Vigneto Fantini;Cork;Full
1021;Raineri, Perno, Monforte d’Alba, Barolo, Piedmont, 2018;Raineri;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Perno;Cork;Full
1022;Fogliati, Bussia, Monforte d’Alba, Barolo, Piedmont, 2018;Fogliati;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Bussia;Cork;Full
1023;ForteMasso, Castelletto, Monforte d’Alba, Barolo, Piedmont, 2018;ForteMasso;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Castelletto;Cork;Full
1024;Fratelli Alessandria, Monvigliero, Verduno, Barolo, Piedmont, 2018;Fratelli Alessandria;2018;Still;Red;Italy;Piedmont;Barolo;Dry;15.00%;Oaked;['Nebbiolo'];Monvigliero;Cork;Full
1025;Fratelli Serio & Battista Borgogno, Cannubi, Barolo, Piedmont, 2018;Fratelli Serio & Battista Borgogno;2018;Still;Red;;;;;;;;Cannubi;;
1026;Ghëddo, Monforte d’Alba, Barolo, Piedmont, 2018;Ghëddo;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];;Cork;Full
1027;Livia Fontana, Villero, Castiglione Falletto, Barolo, Piedmont, 2018;Livia Fontana;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Villero;Cork;Full
1028;Poderi Luigi Einaudi, Bussia, Monforte d’Alba, Barolo, Piedmont, 2018;Poderi Luigi Einaudi;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Bussia;Cork;Full
1029;Luigi & Massimo Veglio, Raviole, Grinzane Cavour, Barolo, Piedmont, 2018;Luigi & Massimo Veglio;2018;Still;Red;Italy;Piedmont;Barolo;Dry;13.50%;Oaked;['Nebbiolo'];Raviole;Cork;Full
1030;Virna Borgogno, Sarmassa, Barolo, Piedmont, 2018;Virna Borgogno;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Sarmassa;Cork;Full
1031;Lodali, Bricco Ambrogio, Roddi, Barolo, Piedmont, 2018;Lodali;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Bricco Ambrogio;Cork;Full
1032;Cascina Sòt, Monforte d’Alba, Barolo, Piedmont, 2018;Cascina Sòt;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['Nebbiolo'];;Cork;Full
1033;Michele Chiarlo, Cerequio, Barolo, Piedmont, 2018;Michele Chiarlo;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['Nebbiolo'];Cerequio;Cork;Full
1034;Pio Cesare, Pio, Barolo, Piedmont, 2018;Pio Cesare;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Pio;Cork;Full
1035;Batasiolo, Brunate, Barolo, Piedmont, 2018;Batasiolo;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Brunate;Cork;Full
1036;Conterno Fantino, Castelletto Vigna Pressenda, Monforte d'Alba, Barolo, Piedmont, 2018;Conterno Fantino;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Castelletto Vigna Pressenda;Cork;Full
1037;Parusso, Perarmando, Monforte d’Alba, Barolo, Piedmont, 2018;Parusso;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Perarmando;Cork;Full
1038;Marcarini, La Serra, Barolo, Piedmont, 2018;Marcarini;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['Nebbiolo'];La Serra;Cork;Full
1039;Pietro Rinaldi, Barolo, Piedmont, 2018;Pietro Rinaldi;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];;Cork;Full
1040;Giovanni Sordo, Perno, Monforte d’Alba, Barolo, Piedmont, 2018;Giovanni Sordo;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Perno;Cork;Full
1041;La Fusina, Perno, Monforte d’Alba, Barolo, Piedmont, 2018;La Fusina;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Perno;Cork;Full
1042;Broccardo, San Giovanni, Monforte d’Alba, Barolo, Piedmont, 2018;Broccardo;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];San Giovanni;Cork;Full
1043;Bruna Grimaldi, Badarina, Serralunga d’Alba, Barolo, Piedmont, 2018;Bruna Grimaldi;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Badarina;Cork;Full
1044;Angelo Negro & Figli, Baudana, Serralunga d’Alba, Barolo, Piedmont, 2018;Angelo Negro & Figli;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Baudana;Cork;Full
1045;Ferdinando Principiano, Boscareto, Serralunga d'Alba, Barolo, Piedmont, 2018;Ferdinando Principiano;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['Nebbiolo'];Boscareto;Cork;Full
1046;Schiavenza, Cerretta, Serralunga d’Alba, Barolo, Piedmont, 2018;Schiavenza;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Cerretta;Cork;Full
1047;Ettore Germano, Cerretta, Serralunga d’Alba, Barolo, Piedmont, 2018;Ettore Germano;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Cerretta;Cork;Full
1048;Fratelli Revello, Cerretta, Serralunga d’Alba, Barolo, Piedmont, 2018;Fratelli Revello;2018;Still;Red;Italy;Piedmont;Barolo;Dry;15.00%;Oaked;['Nebbiolo'];Cerretta;Cork;Full
1049;Davide Fregonese, Cerretta, Serralunga d’Alba, Barolo, Piedmont, 2018;Davide Fregonese;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['Nebbiolo'];Cerretta;Cork;Full
1050;Alessandro Rivetto, Serralunga d’Alba, Barolo, Piedmont, 2018;Alessandro Rivetto;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['Nebbiolo'];;Cork;Full
1051;Tenuta Rocca, Serralunga d’Alba, Barolo, Piedmont, 2018;Tenuta Rocca;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];;Cork;Full
1052;Fontanafredda, Vigna La Rosa, Serralunga d'Alba, Barolo, Piedmont, 2018;Fontanafredda;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['Nebbiolo'];Fontanafredda Vigna La Rosa;Cork;Full
1053;Boasso, Gabutti, Serralunga d’Alba, Barolo, Piedmont, 2018;Boasso;2018;Still;Red;Italy;Piedmont;Barolo;Dry;15.00%;Oaked;['Nebbiolo'];Gabutti;Cork;Full
1054;Garesio, Gianetto, Serralunga d’Alba, Barolo, Piedmont, 2018;Garesio;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Gianetto;Cork;Full
1055;Vietti, Lazzarito, Serralunga d’Alba, Barolo, Piedmont, 2018;Vietti;2018;Still;Red;Italy;Piedmont;;;;;;Lazzarito;;
1056;Paolo Manzone, Meriame, Serralunga d’Alba, Barolo, Piedmont, 2018;Paolo Manzone;2018;Still;Red;Italy;Piedmont;Barolo;Dry;15.00%;Oaked;['Nebbiolo'];Meriame;Cork;Full
1057;Davide Fregonese, Prapò, Serralunga d’Alba, Barolo, Piedmont, 2018;Davide Fregonese;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['Nebbiolo'];Prapò;Cork;Full
1058;Elvio Cogno, Ravera, Novello, Barolo, Piedmont, 2018;Elvio Cogno;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Ravera;Cork;Full
1059;Luigi Vico, Prapò, Serralunga d’Alba, Barolo, Piedmont, 2018;Luigi Vico;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Prapò;Cork;Full
1060;Elvio Cogno, Cascina Nuova, Novello, Barolo, Piedmont, 2018;Elvio Cogno;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Cascina Nuova;Cork;Full
1061;Giovanni Rosso, Cerretta, Serralunga d’Alba, Barolo, Piedmont, 2018;Giovanni Rosso;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['Nebbiolo'];Cerretta;Cork;Full
1062;Giacomo Conterno, Cerretta, Serralunga d’Alba, Barolo, Piedmont, 2018;Giacomo Conterno;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Cerretta;Cork;Full
1063;Bera, Barolo, Piedmont, 2018;Bera;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];;Cork;Full
1064;Massolino, Barolo, Piedmont, 2018;Massolino;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];;Cork;Full
1065;Monchiero, Montanello, Castiglione Falletto, Barolo, Piedmont, 2018;Monchiero;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Montanello;Cork;Full
1066;Pio Cesare, Mosconi, Monforte d’Alba, Barolo, Piedmont, 2018;Pio Cesare;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Mosconi;Cork;Full
1067;Pio Cesare, Ornato, Serralunga d’Alba, Barolo, Piedmont, 2018;Pio Cesare;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Ornato;Cork;Full
1068;Domenico Clerico, Pajana, Monforte d’Alba, Barolo, Piedmont, 2018;Domenico Clerico;2018;Still;Red;Italy;Piedmont;;;;;;Pajana;;
1069;Azelia, Margheria, Serralunga d’Alba, Barolo, Piedmont, 2018;Azelia;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Margheria;Cork;Full
1070;Azelia, San Rocco, Serralunga d’Alba, Barolo, Piedmont, 2018;Azelia;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];San Rocco;Cork;Full
1071;Réva, Ravera, Novello, Barolo, Piedmont, 2018;Réva;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Ravera;Cork;Full
1072;Réva, Cannubi, Barolo, Piedmont, 2018;Réva;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Cannubi;Cork;Full
1073;Anna Maria Abbona, Bricco San Pietro, Monforte d'Alba, Barolo, Piedmont, 2018;Anna Maria Abbona;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Bricco San Pietro;Cork;Full
1074;Silvano Bolmida, Bussia Vigna dei Fantini, Monforte d'Alba, Barolo, Piedmont, 2018;Silvano Bolmida;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Bussia Vigna dei Fantini;Cork;Full
1075;Dosio, Serradenari, La Morra, Barolo, Piedmont, 2018;Dosio;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['Nebbiolo'];Serradenari;Cork;Full
1076;Figli Luigi Oddero, Barolo, Piedmont, 2018;Figli Luigi Oddero;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];;Cork;Full
1077;Renzo Seghesio, Ginestra, Monforte d’Alba, Barolo, Piedmont, 2018;Renzo Seghesio;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['Nebbiolo'];Ginestra;Cork;Full
1078;Prunotto, Bussia, Monforte d’Alba, Barolo, Piedmont, 2018;Prunotto;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['Nebbiolo'];Bussia;Cork;Full
1079;Arnaldo Rivera, Undicicomuni, Barolo, Piedmont, 2018;Arnaldo Rivera;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Undicicomuni;Cork;Full
1080;Arnaldo Rivera, Monvigliero, Verduno, Barolo, Piedmont, 2018;Arnaldo Rivera;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['Nebbiolo'];Monvigliero;Cork;Full
1081;Arnaldo Rivera, Villero, Monforte d’Alba,, Barolo, Piedmont, 2018;Arnaldo Rivera;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Villero;Cork;Full
1082;GB Burlotto, Castelletto, Monforte d’Alba, Barolo, Piedmont, 2018;GB Burlotto;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Castelletto;Cork;Full
1083;Giacomo Conterno, Arione, Serralunga d’Alba, Barolo, Piedmont, 2018;Giacomo Conterno;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Arione;Cork;Full
1084;Giovanni Rosso, Serra, Serralunga d’Alba, Barolo, Piedmont, 2018;Giovanni Rosso;2018;Still;Red;Italy;Piedmont;;;;;;Serra;;
1085;Palladino, Parafada, Serralunga d’Alba, Barolo, Piedmont, 2018;Palladino;2018;Still;Red;Italy;Piedmont;Barolo;Dry;15.00%;Oaked;['Nebbiolo'];Parafada;Cork;Full
1086;Azelia, Cerretta, Serralunga d’Alba, Barolo, Piedmont, 2018;Azelia;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Cerretta;Cork;Full
1087;Borgogno, Cannubi, Barolo, Piedmont, 2018;Borgogno;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Cannubi;Cork;Full
1088;Borgogno, Barolo, Piedmont, 2018;Borgogno;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.00%;Oaked;['Nebbiolo'];;Cork;Full
1089;Brovia, Brea Vigna Ca' Mia, Serralunga d’Alba, Barolo, Piedmont, 2018;Brovia;2018;Still;Red;Italy;Piedmont;Barolo;Dry;14.50%;Oaked;['Nebbiolo'];Brea Vigna Ca' Mia;Cork;Full
